T, A, B, Oc, C, Oj tj, Dp, Dn, E, t1, dx1, dy1, s1, t2, dx2, dy2, s2, t3, dx3, dy3, s3, savg
839, -0.16, -0.242, -0.131, 0.304, 0.2, 0.242, 0.125, 0.0274, 0.0191, 9.9, -0.5, -0.95, 22, 8.8, -0.25, 0.19, 13, 7.4, -0.6, 0.32, 15, 17
718, 0.292, -0.242, -0.306, 0.372, 0.165, 0.35, 0.132, 0.0314, 0.0649, 0.75, -0.4, 0.0047, 5.7, 0.75, -0.4, 0.0051, 5.8, 0.75, -0.4, 0.005, 5.8, 5.8
582, -0.255, -0.0143, -0.242, 0.18, 0.504, 0.389, 0.602, 0.148, 0.208, 5.2, -0.52, -0.0041, 11, 14, -0.74, 0.34, 23, 4.7, -0.45, 0.16, 10, 15
567, -0.549, -0.126, -0.138, 0.708, 0.385, -0.0986, 0.0179, 0.105, 0.058, 20, -3, 0.7, 53, 19, -3, 0.2, 51, 20, -3, 0.97, 53, 52
417, -0.235, -0.0142, -0.153, 0.316, 0.631, 0.3, 0.289, 0.201, 0.0166, 30, 0.78, -0.67, 57, 30, 0.26, -1.3, 49, 30, 0.27, -1.2, 48, 51
576, -0.2, -0.1, -0.134, 0.321, 0.673, 0.435, 0.519, 0.0249, 0.0505, 5.4, -0.36, -0.072, 10, 9.5, 0.34, -0.37, 22, 7.2, 0.54, 0.13, 24, 19
1.13e+03, -0.0571, -0.2, -0.294, -0.0706, 0.712, -0.00386, 0.386, 0.0387, 0.0398, 30, -0.3, -0.084, 34, 30, -0.17, 0.12, 33, 30, -0.035, 0.15, 33, 33
1.04e+03, -0.0793, -0.185, -0.215, -0.0577, 0.237, 0.119, 0.293, 0.125, 0.0474, 15, -0.25, -0.11, 18, 8.2, -0.29, -0.21, 13, 6, -0.34, -0.17, 11, 14
645, -0.914, 0.0457, -0.132, 0.39, 0.508, 0.0556, 0.174, 0.231, 0.201, 2.4, 0.26, -0.29, 12, 2.8, -0.37, 0.019, 7.4, 2.9, 0.4, -0.28, 17, 12
409, -0.413, -0.123, -0.157, 0.31, 0.467, 0.0659, 0.244, -0.118, 0.205, 3.4, -0.28, -0.08, 7.4, 2.9, -0.47, 0.074, 8.7, 4.7, -0.25, 0.3, 9.6, 8.5
57.6, -0.399, -0.104, -0.19, 0.339, 0.186, 0.373, 0.205, 0.0873, -0.0213, 30, -0.0064, -0.013, 31, 30, -0.002, 0.0043, 31, 30, -0.0078, 0.019, 31, 31
417, -0.398, 0.0472, -0.192, 0.341, 0.574, 0.253, 0.242, 0.162, 0.179, 4.7, -0.081, -0.055, 6.6, 16, 0.055, -0.034, 19, 30, 0.21, 0.073, 37, 21
758, -0.266, -0.0226, -0.0332, -0.0484, 0.0473, 0.439, 0.408, 0.0435, 0.111, 4, -0.36, 0.14, 8.8, 4.2, -0.36, 0.051, 8.8, 4.8, -0.33, 0.02, 9.1, 8.9
1.02e+03, -0.167, -0.111, -0.0343, 0.623, 0.3, 0.383, 0.443, 0.517, 0.152, 4.8, 0.087, 0.55, 13, 3.4, -0.23, -0.39, 8.9, 3.4, -0.22, -0.42, 9.1, 10
286, -0.585, -0.0442, -0.0586, 0.5, 0.529, 0.0028, 0.5, 0.362, 0.157, 1.9, 0.33, 0.32, 14, 1.9, 0.4, 0.0052, 15, 2, 0.42, 0.15, 16, 15
227, 0.0986, -0.0734, -0.0217, 0.521, 0.646, -0.00245, 0.326, 0.118, 0.171, 1, 0.41, 0.0014, 14, 1, 0.4, 0.013, 14, 1, 0.4, -0.006, 14, 14
485, -0.0473, -0.221, -0.32, 0.409, 0.445, 0.341, 0.0481, 0.292, 0.0957, 4.1, -0.36, -0.42, 11, 3.2, -0.52, -0.23, 9.9, 3.1, -0.48, -0.25, 9.6, 10
563, -0.165, -0.223, -0.319, 0.328, 0.577, 0.397, 0.166, 0.218, 0.102, 3.8, -0.34, 0.18, 8.7, 4.7, -0.44, 0.052, 10, 3.5, -0.52, -0.42, 11, 10
430, -0.347, -0.0961, -0.289, 0.965, 0.521, 0.199, 0.473, 0.0751, 0.151, 4.1, -0.012, 0.17, 6.8, 4, -0.059, -0.083, 6, 30, -0.18, -0.066, 33, 15
426, -0.439, -0.103, -0.289, 0.376, 0.505, 0, 0.196, 0.239, 0.155, 2.3, -0.33, 0.12, 6.8, 3.9, -0.057, 0.57, 11, 2.5, -0.33, 0.13, 7.2, 8.2
324, -0.131, -0.0559, -0.141, 0.84, 0.521, 0.16, 0.515, 0.333, 0.141, 30, 0.62, 0.33, 50, 30, 0.64, 0.34, 51, 30, 0.67, 0.32, 52, 51
272, -0.642, -0.0571, -0.329, 0.25, 0.601, 0.385, 0.562, 0.43, 0.11, 1.1, -0.15, 0.22, 4.8, 1.1, -0.16, 0.23, 4.9, 1.1, -0.17, 0.23, 4.9, 4.9
618, -0.0614, 0.0094, -0.248, 0.422, 0.205, 0.367, 0.325, 0.625, 0.0982, 30, -1.1, -0.32, 42, 3.4, -0.32, 0.16, 7.9, 30, -0.51, -0.022, 36, 29
595, -0.252, -0.158, -0.354, 0.683, 0.0412, 0.451, 0.339, -0.0685, 0.067, 0.6, -0.37, -0.019, 5.3, 0.65, -0.41, -0.026, 5.7, 0.65, -0.4, -0.022, 5.7, 5.6
236, -0.708, 0.0106, -0.311, 0.506, 0.331, 0.277, 0.0536, 0.308, 0.114, 1.4, -0.24, 0.13, 5.2, 1.4, -0.27, 0.16, 5.6, 1.5, -0.23, -0.021, 4.8, 5.2
376, -0.334, -0.0296, -0.2, 0.0207, 0.282, 0.18, 0.38, 0.26, 0.107, 2.5, -0.35, -0.029, 7, 2.7, -0.2, -0.23, 6.7, 2.5, -0.34, 0.0011, 7, 6.9
524, -0.399, -0.0904, -0.22, 0.482, 0.738, 0.466, 0.234, 0.145, 0.208, 1.4, 0.43, 0.096, 15, 1.2, 0.44, 0.091, 16, 1.2, 0.45, 0.084, 16, 16
399, -0.412, -0.0777, -0.17, 0.55, 0.35, 0.35, -0.0016, 0.149, 0.249, 3.5, -0.32, -0.17, 8.1, 6.9, 0.23, -0.27, 16, 2.8, -0.2, 0.1, 6, 10
475, -0.554, -0.0843, -0.295, 0.551, 0.304, 0.095, 0.562, 0.196, 0.175, 1.9, -0.33, -0.064, 6.3, 2.8, -0.3, -0.14, 7.1, 2.1, -0.32, -0.0073, 6.3, 6.6
503, -0.503, -0.0835, -0.309, 0.579, 0.291, 0.131, 0.406, 0.256, 0.0964, 1.1, -0.38, -0.048, 6, 1.1, -0.38, -0.047, 5.9, 1.1, -0.36, -0.023, 5.7, 5.9
540, -0.433, -0.101, -0.107, 0.49, 0.573, 0.0425, 0.369, 0.00797, 0.0427, 30, -0.48, 1.6, 48, 30, 0.55, -0.64, 50, 30, -0.043, -1.4, 45, 48
836, -0.178, -0.143, -0.111, 0.227, 0.706, 0.124, 0.526, 0.0614, 0.0692, 1.4, 0.42, -0.007, 15, 1.2, 0.43, -0.0047, 15, 1.1, 0.4, 0.0023, 14, 15
262, -0.424, 0.0373, -0.149, 0.361, 0.172, -0.000759, 0.239, 0.268, 0.164, 3.2, -0.17, 0.28, 7.4, 2.5, -0.36, 0.009, 7.2, 2.5, -0.28, 0.21, 7.1, 7.2
642, -0.428, -0.0131, -0.175, 0.919, 0.188, 0.0522, 0.114, 0.0424, 0.113, 3, -0.44, -0.002, 8.4, 3.1, -0.44, 0.0063, 8.5, 2.9, -0.43, 0.0036, 8.2, 8.4
821, -0.256, -0.0501, -0.157, 0.548, 0.631, 0.12, 0.404, 0.327, 0.15, 3.8, 0.18, 0.43, 13, 8.4, 0.053, -0.51, 16, 8.1, 0.19, -0.48, 18, 16
596, -0.796, -0.0493, -0.108, 0.957, 0.704, 0.0502, 0.207, -0.0904, 0.131, 1.2, 0.41, -0.0082, 15, 1.1, 0.4, 0.0089, 14, 1.2, 0.41, -0.0077, 14, 14
466, -0.539, -0.0777, -0.074, 0.777, 0.327, 0.193, 0.331, 0.202, 0.0129, 30, 4.6, 0.87, 1.7e+02, 27, 2.7, 2.9, 1.2e+02, 30, 4.4, 1.5, 1.7e+02, 1.5e+02
563, -0.553, -0.11, -0.195, 0.763, 0.469, -0.197, -0.0458, 0.0687, 0.0126, 13, -3, 0.29, 44, 14, -3.1, 1.2, 48, 13, -3, 0.87, 45, 46
434, -0.0385, -0.11, -0.111, 0.434, 0.632, 0.0209, 0.499, 0.207, 0.162, 30, -0.76, -0.0062, 39, 30, -0.77, 0.044, 39, 30, -0.77, 0.051, 39, 39
239, -0.361, -0.071, -0.0621, 0.595, 0.718, 0.0512, 0.488, 0.375, 0.16, 0.95, 0.42, 0.00063, 14, 0.9, 0.39, 0.0053, 13, 0.95, 0.42, -0.0021, 14, 14
950, -0.221, 0.0332, -0.29, 0.245, 0.626, -0.137, 0.368, 0.168, 0.275, 30, -0.25, 0.35, 35, 30, -0.48, -0.097, 36, 30, -0.44, 0.23, 36, 36
1.12e+03, -0.325, -0.227, -0.305, 0.0919, 0.736, -0.103, 0.294, 0.117, 0.00432, 30, -0.12, 0.017, 32, 30, 0.16, 0.13, 36, 12, -0.18, 0.39, 17, 28
931, -0.381, -0.0475, -0.12, 0.376, 0.287, 0.00476, 0.432, 0.453, 0.101, 30, 0.14, -0.29, 37, 30, -0.0023, -0.24, 33, 30, 0.073, -0.31, 36, 35
370, -0.00879, -0.0917, -0.0866, 0.579, 0.282, 0.00259, 0.417, 0.475, 0.0794, 30, -2.6, -0.3, 57, 30, -2.4, -0.87, 56, 30, -2.5, -0.82, 57, 57
442, -0.564, -0.0548, -0.154, 0.517, 0.303, 0.377, 0.597, 0.375, 0.164, 2.8, 0.23, 0.017, 11, 6.6, 0.23, -0.16, 15, 1.9, -0.19, -0.27, 6.2, 11
486, -0.62, -0.0875, -0.0305, 0.629, 0.376, 0.433, 0.5, 0.333, 0.138, 2.5, 0.2, -0.36, 12, 2.5, 0.23, -0.37, 13, 2.8, 0.19, -0.39, 12, 12
461, -0.341, -0.144, -0.141, 0.299, 0.601, 0.201, 0.231, 0.0579, 0.00373, 8.8, 0.46, -0.16, 24, 30, 3.3, -0.87, 1.3e+02, 14, 1.4, -0.66, 60, 71
461, -0.341, -0.144, -0.141, 0.299, 0.601, 0.201, 0.231, 0.0579, 0.00373, 4, -0.1, 0.47, 9.8, 6, -0.26, -0.23, 10, 5.4, 0.47, -0.63, 24, 15
1.21e+03, -0.2, -0.153, 0.0437, 0.613, 0.204, -0.00334, 0.364, 0.399, 0.0971, 24, 0.29, 0.34, 35, 8.4, 0.45, -0.018, 23, 30, 0.16, -0.17, 36, 31
1.05e+03, -0.157, -0.132, -0.0172, 0.31, 0.202, 0.0125, 0.373, 0.0367, 0.00881, 30, -0.13, -0.12, 33, 30, 0.0036, -0.011, 31, 30, 0.0054, 0.036, 31, 32
330, -0.448, -0.0401, -0.0458, 0.585, 0.221, -0.0664, 0.277, 0.32, 0.173, 4.2, -0.39, 0.24, 9.7, 7.5, -0.6, 0.32, 15, 11, -0.68, -0.41, 20, 15
457, -0.432, -0.042, -0.252, 0.56, 0.366, 0.128, -0.0555, 0.385, 0.169, 4.2, -0.19, -0.15, 7.6, 3.7, 0.12, 0.16, 9.1, 3.7, -0.28, 0.0059, 7.5, 8.1
436, -0.314, -0.0465, -0.0869, 0.696, 0.453, 0.415, 0.098, 0.367, 0.172, 12, 0.47, -0.14, 27, 12, 1.1, 0.36, 46, 4, 0.32, -0.0084, 15, 29
670, -0.615, -0.0786, -0.177, 0.563, 0.358, 0.386, 0.0706, 0.336, 0.134, 3.2, -0.46, -0.17, 9, 4.2, 0.065, 0.4, 11, 6.1, -0.38, -0.13, 11, 10
417, -0.188, -0.00257, -0.14, 0.351, 0.604, 0.261, 0.233, 0.203, 0.0665, 30, 0.093, -0.17, 35, 30, 0.18, -0.15, 37, 30, -0.054, -0.19, 33, 35
417, -0.342, 0.0609, -0.15, 0.313, 0.638, 0.303, 0.31, 0.175, 0.00954, 30, 0.065, 0.025, 33, 30, 0.03, -0.094, 33, 30, -0.026, -0.1, 32, 33
505, -0.273, 0.0277, -0.268, 0.492, 0.582, 0.17, 0.103, 0.142, 0.0802, 30, -0.43, 0.065, 35, 5.5, 0.27, 0.4, 17, 24, -0.53, 0.23, 31, 28
457, -0.371, -0.0139, -0.279, 0.728, 0.564, 0.169, 0.187, 0.261, 0.076, 30, -0.59, 1.1, 44, 30, 2.2, 1.8, 1e+02, 30, 2.4, 1.6, 1.1e+02, 85
940, -0.176, 0.0914, -0.318, 0.467, 0.023, 0.204, 0.494, 0.393, -0.0477, 0.65, -0.41, 0.0052, 5.7, 0.65, -0.41, 0.0042, 5.7, 0.65, -0.41, 0.0035, 5.7, 5.7
671, -0.167, 0.0476, 0.0311, 0.159, 0.674, 0.288, 0.386, 0.422, -0.153, 0.95, 0.41, -0.0028, 14, 0.95, 0.41, -0.0051, 14, 0.95, 0.41, 2.5e-07, 14, 14
555, -0.155, -0.149, -0.123, 0.299, 0.651, 0.08, 0.38, 0.17, 0.125, 30, 0.81, -0.28, 56, 30, 0.49, -0.37, 47, 30, -0.15, -0.38, 35, 46
572, -0.125, -0.178, -0.111, 0.251, 0.388, -0.0325, 0.292, 0.174, 0.147, 30, 0.039, -0.82, 40, 30, -0.53, -1, 42, 30, -0.57, -0.89, 42, 41
496, -0.383, -0.115, -0.265, 0.514, 0.593, 0.214, 0.0329, 0.094, -0.0093, 30, 6, 0.54, 2.1e+02, 3.1, -0.088, 0.39, 8.1, 21, 1.9, 2.9, 95, 1e+02
429, -0.388, -0.112, -0.293, 0.742, 0.586, 0.209, 0.26, 0.107, 0.0457, 1.7, -0.27, 0.15, 5.7, 1.5, -0.33, 0.13, 6, 1.8, -0.28, 0.12, 5.8, 5.9
770, 0.413, -0.142, -0.0578, 0.456, 0.284, -0.0913, 0.275, 0.182, 0.117, 3.5, 0.16, -0.39, 12, 3.8, -0.012, 0.43, 9.1, 3, 0.05, -0.52, 10, 10
816, 0.41, -0.178, -0.122, 0.47, 0.288, 0.903, 0.455, 0.16, 0.123, 5.2, 0.4, -0.13, 18, 5.2, 0.34, 0.2, 17, 3.8, 0.37, -0.11, 16, 17
641, -0.139, -0.098, -0.29, 0.177, 0.305, 0.253, 0, 0.228, 0.124, 3.5, -0.37, 0.16, 8.5, 8.8, -0.14, 0.24, 13, 5.5, -0.18, 0.28, 9.8, 10
448, -0.285, -0.0337, -0.339, -0.00422, 0.342, 0.26, 0.052, 0.118, 0.153, 1.5, -0.37, -0.095, 6.4, 2.2, -0.33, -0.18, 6.9, 1.5, -0.34, -0.09, 6.1, 6.5
473, 0.0367, -0.328, -0.244, 0.649, 0.563, 0.164, 0.17, 0.144, 0.082, 30, 0.79, 1.3, 63, 30, 0.64, 1.4, 59, 30, 0.43, 1.3, 53, 58
477, -0.0503, -0.243, -0.287, 0.506, 0.574, 0.125, 0.238, 0.262, 0.0965, 30, 0.77, 1.6, 64, 30, 1.6, 1.2, 83, 30, 1.6, 1.2, 84, 77
812, -0.113, 0.109, -0.0824, 0.448, 0.241, 0.389, 0.437, 0.542, 0.252, 4.6, -0.4, -0.21, 10, 4.2, 0.026, 0.55, 11, 4.2, 0.012, 0.56, 11, 11
799, -0.0219, 0.0203, -0.0876, 0.583, 0.3, 0.467, 0.435, 0.396, 0.234, 30, -1.6, -0.47, 47, 3.2, -0.16, 0.45, 8.9, 3.2, -0.15, 0.43, 8.7, 22
303, -0.565, -0.0289, -0.181, 0.749, 0.187, -0.0516, 0.469, 0.5, 0.169, 30, -0.047, 0.26, 34, 30, -0.27, 0.22, 34, 30, -0.22, 0.28, 35, 34
422, -0.571, -0.0709, -0.0467, 0.704, 0.385, 0.0382, 0.412, 0.37, 0.169, 3, -0.24, 0.43, 8.9, 3.2, 0.21, 0.53, 14, 30, -1.6, -0.6, 48, 24
437, -0.13, -0.0666, -0.116, 0.998, 0.534, 0.0133, 0.21, 0.138, 0.147, 30, -2, 0.65, 52, 30, -1.6, 1.3, 51, 30, -1.4, 1.4, 51, 52
493, -0.134, -0.188, -0.125, 0.0393, 0.378, 0.201, 0.247, 0.246, 0.146, 3.8, -0.19, -0.31, 8.4, 3.8, -0.36, 0.25, 9.1, 3.8, -0.16, -0.33, 8.5, 8.7
304, 0.0976, -0.106, -0.118, 0.764, 0.558, 0.272, 0.0603, 0.452, 0.124, 30, 0.081, 0.7, 40, 30, 0.1, 0.61, 39, 30, -0.12, 0.59, 37, 39
655, -0.223, -0.129, 0.0537, 0.641, 0.174, 0.199, 0.0073, 0.12, 0.111, 2.8, 0.12, -0.47, 11, 2.8, 0.13, -0.47, 11, 2.8, 0.17, -0.44, 12, 11
774, -0.197, -0.0898, -0.105, 0.397, 0.307, -0.082, 0.263, 0.144, 0.0645, 30, -1.6, -0.22, 47, 30, -0.85, -0.66, 42, 30, -1.1, -0.64, 44, 44
610, -0.199, -0.0862, -0.102, 0.368, 0.367, -0.107, -0.107, 0.113, 0.0591, 30, -1.1, -0.083, 42, 30, -1.1, -0.15, 42, 30, -1, -0.2, 42, 42
431, -0.342, -0.0709, -0.148, 0.299, 0.656, 0.326, 0.209, 0.0395, 0.0123, 30, 0.0035, 0.37, 35, 30, -0.15, 0.064, 33, 2.5, 0.34, 0.31, 15, 27
463, -0.342, -0.233, -0.148, 0.297, 0.583, 0.319, 0.303, 0.0287, 0.0122, 2.8, 0.32, -0.43, 16, 4.8, 0.69, 0.12, 27, 5.8, 0.68, 0.023, 27, 23
503, -0.269, -0.0501, -0.103, 0.543, 0.567, 0.0162, 0.301, 0.059, 0.034, 30, 1.1, 1.4, 70, 30, 1.4, 1.2, 76, 30, 1.4, 1.3, 77, 74
412, -0.469, -0.0582, -0.114, 0.283, 0.576, 0.0886, 0.206, 0.0931, 0.0753, 2.7, -0.47, 0.33, 9.4, 2.9, -0.57, 0.36, 11, 3, -0.65, 0.28, 11, 10
551, -0.183, -0.441, -0.202, 0.426, 0.654, 0.0474, 0.422, 0.239, 0.00565, 15, 2.1, 0.14, 78, 7.1, 1, 0.45, 40, 11, 1.6, 0.53, 62, 60
509, -0.14, -0.35, -0.16, 0.252, 0.652, 0.0626, 0.128, 0.435, -0.0395, 8.5, 0.28, -0.79, 23, 4.4, 0.37, -0.28, 18, 9.8, 0.64, -0.76, 34, 25
340, -0.214, -0.11, -0.0887, 0.21, 0.147, 0.00802, 0.394, 0.254, 0.111, 2.7, -0.34, 0.14, 7.4, 2.8, -0.034, -0.29, 6.7, 2.7, -0.24, 0.23, 7, 7
290, 0.0364, -0.1, -0.0906, 0.19, 0.736, 0.0374, 0.413, 0.446, 0, 0.95, 0.4, 0.006, 14, 1, 0.42, 0.013, 15, 1, 0.42, 0.014, 15, 14
558, -0.249, -0.115, -0.122, 0.394, 0.541, -0.23, 0.0609, 0.197, 0.108, 30, 0.028, -0.86, 40, 22, 0.5, 0.72, 42, 27, -0.98, -2.8, 57, 47
551, -0.715, -0.132, -0.161, 0.667, 0.484, -0.169, 0.0612, 0.0729, 0.0165, 3.5, -0.12, -0.52, 9.8, 3.6, -0.1, -0.55, 10, 5.2, 0.18, -0.28, 13, 11
482, -0.327, -0.145, -0.12, 0.302, 0.45, -0.0417, -0.0126, 0.29, 0.147, 4.3, 0.092, 0.27, 10, 3.7, 0.055, -0.55, 11, 4.9, 0.052, 0.13, 8.3, 9.9
497, -0.395, -0.0595, -0.25, 0.316, 0.446, -0.0478, 0.00242, 0.242, 0.14, 26, -3, -0.012, 57, 4.8, -0.57, -0.27, 12, 29, -3, 0.012, 60, 43
1.14e+03, -0.644, -0.115, -0.143, 0.693, 0.435, 0.115, 0.365, 0.0925, -0.0362, 3.9, -0.37, 0.19, 9, 3.8, -0.29, -0.25, 8.6, 3.9, -0.4, 0.17, 9.2, 8.9
1.21e+03, -0.623, -0.136, 0.0272, 0.201, 0.59, 0.0577, 0.438, 0.213, 0.182, 0.95, 0.4, 0.012, 14, 1, 0.43, 0.016, 15, 1, 0.42, 0.016, 15, 15
665, -0.384, -0.105, -0.115, 0.582, 0.2, 0.00418, 0.406, 0.555, 0.0789, 30, 0.49, -1.3, 55, 30, 0.28, 0.038, 39, 30, 0.16, -0.21, 37, 44
96.4, -0.0486, -0.0607, -0.0326, 0.482, 0.7, 0.00841, 0.416, 0.181, 0.105, 0.95, 0.41, -0.0003, 14, 1, 0.42, 5.1e-05, 15, 0.95, 0.4, 2.4e-05, 14, 14
570, -0.59, -0.0639, -0.144, 0.666, 0.426, 0.354, -0.0621, 0.101, 0.00544, 3.1, -0.078, 0.51, 9.2, 2.7, -0.21, -0.0072, 5.8, 2.5, -0.3, -0.13, 6.7, 7.2
342, -0.181, -0.024, -0.16, 0.639, 0.596, 0.391, 0.0271, 0.108, -0.00366, 30, -0.023, -0.035, 31, 30, -0.22, -0.002, 33, 9.2, 0.55, -0.24, 27, 31
675, -0.191, -0.0708, -0.153, 0.241, 0.215, 0.359, 0.247, 0.451, 0.184, 4.7, -0.45, 0.2, 11, 6.7, -0.6, 0.14, 14, 4.7, -0.56, 0.05, 11, 12
1.03e+03, -0.142, -0.015, -0.0499, 0.273, 0.219, 0.25, 0.463, 0.281, -0.0294, 30, 0.17, 0.35, 38, 22, -0.029, 0.4, 27, 30, 0.32, 0.46, 43, 36
475, -0.465, -0.113, -0.33, 0.468, 0.493, 0.202, 0.263, 0.206, 0.0205, 2, 0.18, -0.11, 8.8, 2, -0.21, -0.18, 5.8, 2, 0.23, -0.1, 10, 8.2
456, -0.543, -0.0757, 0.0152, 0.671, 0.505, 0.202, 0.0691, 0.0994, 0.0207, 15, -0.27, -0.16, 19, 30, 0.44, 0.44, 46, 30, 0.34, -0.25, 42, 36
432, -0.134, -0.0994, -0.101, 0.455, 0.6, 0.0931, 0.566, 0.225, -0.0697, 30, 1.6, 1.6, 85, 30, 2.4, 1, 1e+02, 30, 2.1, 1.4, 98, 95
439, -0.342, -0.116, -0.15, 0.321, 0.641, 0.155, 0.352, 0.107, -0.0205, 6.5, 0.8, -0.17, 32, 3.7, 0.7, -0.17, 26, 4.8, 0.38, 0.1, 17, 25
557, -0.294, -0.0353, -0.256, 0.655, 0.582, -0.0687, 0.0706, 0.06, 0.0569, 3.3, -0.17, 0.45, 9.1, 3.8, 0.086, -0.43, 11, 5.1, 0.2, -0.34, 14, 11
511, -0.493, -0.187, -0.308, 0.481, 0.442, 0.262, 0.0427, 0.363, 0.117, 1.9, 0.25, -0.12, 11, 2.3, -0.16, -0.18, 5.7, 1.9, 0.25, -0.099, 10, 9
296, -0.581, -0.00537, -0.037, 0.548, 0.17, 0.234, 0.144, 0.266, 0.0949, 2.2, -0.087, -0.33, 6.6, 2.2, 0.27, 0.085, 11, 1.9, -0.38, -0.11, 6.8, 8.3
1.16e+03, -0.0136, -0.0531, -0.097, 0.284, 0.28, 0.355, 0.0182, 0.261, -0.0159, 30, -0.35, -0.054, 35, 30, -0.12, -0.072, 32, 30, -0.19, -0.094, 33, 33
475, -0.539, -0.0832, -0.289, 0.766, 0.519, 0.121, 0.466, 0.292, 0.165, 30, 2.3, 2.5, 1.1e+02, 30, 2.9, 2.1, 1.3e+02, 30, 2.6, 2.5, 1.2e+02, 1.2e+02
475, -0.539, -0.0832, -0.289, 0.766, 0.519, 0.121, 0.466, 0.292, 0.165, 30, 2.8, 2.2, 1.2e+02, 30, 2.9, 2.2, 1.2e+02, 30, 3.5, 0.85, 1.4e+02, 1.3e+02
439, -0.472, -0.0134, -0.0899, 0.891, 0.551, 0.0331, 0.19, 0.0917, 0.178, 30, -0.29, -0.035, 34, 30, -0.25, -0.32, 35, 30, -0.074, -0.1, 32, 34
454, -0.324, -0.00487, -0.228, 0.73, 0.215, 0.148, 0.188, 0.141, 0.045, 30, 0.028, 0.63, 38, 30, -0.11, 0.62, 37, 30, 0.76, 0.35, 54, 43
444, -0.382, -0.13, -0.14, 0.344, 0.502, -0.0116, 0.0475, 0.0557, 0.00931, 3.5, -0.2, 0.45, 9.4, 3.7, 0.27, -0.43, 15, 4.2, -0.4, -0.1, 9.3, 11
414, -0.56, -0.4, -0.142, 0.195, 0.7, -0.0944, 0.0332, 0.0474, 0.0122, 2.3, 0.18, -0.061, 9, 2.3, -0.36, -0.51, 9.5, 2.3, -0.2, -0.17, 5.9, 8.1
1.03e+03, -0.142, -0.015, -0.0499, 0.273, 0.219, 0.25, 0.463, 0.281, -0.0294, 30, 0.14, 0.61, 40, 30, 0.43, 0.3, 45, 19, 0.5, 0.2, 35, 40
1.03e+03, -0.142, -0.015, -0.0499, 0.273, 0.219, 0.25, 0.463, 0.281, -0.0294, 30, 0.32, 0.47, 43, 30, 0.37, -0.14, 42, 26, 0.81, 0.15, 51, 46
509, -0.78, -0.121, -0.0759, 0.637, 0.488, 0.0572, 0.031, 0.102, 0.0828, 2.6, 0.38, -0.34, 16, 2.5, 0.45, 0.21, 17, 2.5, 0.26, -0.56, 15, 16
555, -0.42, -0.113, -0.081, 0.636, 0.384, -0.206, 0.0201, 0.0906, -0.0288, 13, -3, 0.019, 44, 14, -3, -0.92, 47, 13, -3.1, 0.52, 45, 45
431, -0.369, -0.047, -0.127, 0.54, 0.0996, -0.000683, 0.328, 0.146, -0.0125, 30, -0.32, 0.43, 36, 30, -0.27, 0.5, 37, 30, -0.26, 0.4, 36, 36
580, -0.448, -0.051, -0.0786, 0.592, 0.439, 0.0122, 0.343, -0.0214, -0.0066, 30, 1.6, -0.33, 78, 30, 1.2, -0.94, 70, 30, 1.1, -1, 67, 72
442, -0.193, -0.213, -0.0696, 0.0938, 0.392, 0.197, 0.454, 0.226, 0.155, 3.2, -0.24, 0.3, 8.1, 3.6, -0.12, 0.26, 7.5, 4.9, -0.16, -0.24, 8.8, 8.1
550, -0.0646, -0.153, -0.213, 0.136, 0.435, 0.0218, 0.402, 0.254, 0.159, 30, -0.33, -0.21, 35, 30, -0.41, -0.14, 35, 30, -0.33, -0.041, 34, 35
272, 0.275, -0.194, -0.0918, 0.354, 0.34, -0.0119, -0.233, 0.156, 0.159, 29, -3, -0.64, 61, 29, -3, -0.036, 61, 28, -3, 0.0033, 59, 60
567, 0.179, -0.172, -0.164, 0.354, 0.44, 0.0191, -0.0134, -0.166, 0.132, 30, -1.5, 0.2, 47, 30, -1.5, 0.34, 46, 30, -1.6, 0.19, 47, 47
478, -0.306, -0.0862, -0.294, 0.702, 0.66, 0.194, 0.341, 0.343, 0.181, 30, -0.76, -1.6, 49, 30, -0.69, -0.21, 38, 30, -0.91, -1.4, 48, 45
474, -0.271, -0.166, -0.295, 0.809, 0.588, 0.118, 0.528, 0.309, -0.083, 30, 2.1, -0.63, 95, 30, 1.7, 1.5, 88, 30, 0.84, 1.5, 65, 83
601, -0.663, -0.0917, -0.325, 0.458, 0.467, -0.0458, 0.449, 0.202, 0.12, 4.2, -0.34, -0.19, 9.1, 3.1, -0.4, 0.065, 8.2, 3.3, -0.29, -0.22, 8, 8.4
905, -0.2, -0.0827, -0.232, 0.337, 0.23, 0.198, 0.421, 0.164, 0.171, 4.3, -0.36, 0.17, 9.3, 4.6, -0.36, 0.026, 9.2, 6.9, -0.25, 0.14, 11, 9.8
628, -0.36, -0.1, -0.0396, 0.385, 0.374, 0.23, 0.0767, 0.0855, -0.0354, 4.1, 0.32, -0.35, 16, 3, -0.41, 0.073, 8.2, 14, 1.2, -0.45, 50, 25
549, -0.303, -0.0883, -0.0665, 0.78, 0.464, 0.103, 0.0441, 0.12, 0, 30, 1.8, -0.79, 87, 30, 1.9, -0.39, 88, 30, 1.5, -0.99, 79, 85
-69.1, -0.191, 0.00244, 0.0465, 0.104, 0.171, 0.213, -0.144, 0.0459, 0.0107, 30, 0.027, -0.00033, 32, 30, 0.027, -0.0002, 32, 30, 0.027, -0.00019, 32, 32
