T, A, B, Oc, C, Oj, tj, Dp, Dn, E, t1, dx1, dy1, s1, t2, dx2, dy2, s2, savg
613, -0.516, -0.0991, -0.111, 0.907, 0.649, 0.0663, 1.02, 0.111, 0.198, 15, 0.71, -0.97, 57, 15, 0.21, -1.1, 46, 35
337, -0.337, 0.0181, -0.236, 0.558, 0.521, 0.172, 0.39, 0.682, 0.321, 15, -0.15, 0.025, 33, 15, -0.24, 0.1, 34, 22
409, -0.339, -0.323, -0.245, 0.734, 0.554, 0.22, 0.346, 0.566, 0.0708, 2.8, 0.65, 0.28, 27, 5.5, 0.51, 0.67, 31, 19
543, -0.45, -0.0516, -0.247, -0.0506, 0.729, 0.246, 0.689, 0.619, 0.184, 3.5, -0.18, -0.31, 12, 3.4, -0.48, 0.13, 13, 8.1
491, -0.573, -0.0313, -0.116, 0.689, 0.743, 0.235, 0.378, 0.327, 0.176, 0.98, 0.45, 0.027, 17, 1, 0.46, 0.022, 17, 11
336, -0.146, -0.135, -0.0347, 1.19, 0.437, 0.159, 0.479, 0.126, -0.0242, 15, 1.7, -0.23, 83, 15, 1.7, -0.43, 82, 55
342, -0.455, -0.275, -0.157, 1.17, 0.508, 0.0708, 0.452, 0.0272, -0.0254, 15, 2.7, -0.71, 1.1e+02, 15, 2.8, 0.44, 1.2e+02, 76
412, -0.695, -0.146, -0.358, -0.0345, 0.716, 0.185, 0.465, 0.0834, 0.223, 1.2, -0.33, 0.11, 6.8, 1.2, -0.36, 0.083, 7.1, 4.6
325, -0.788, -0.0819, -0.139, 1.02, 0.933, 0.344, 0.441, 0.237, 0.171, 0.77, 0.41, 0.068, 15, 0.77, 0.4, 0.06, 15, 9.8
469, -0.569, -0.181, -0.131, 1.23, 0.626, 0.237, -0.013, 0.544, 0.271, 2.4, 0.56, 0.21, 23, 2.5, 0.46, 0.38, 21, 15
481, -0.701, -0.343, -0.167, 1.14, 0.898, 0.239, -0.336, 0.281, 0.241, 0.8, 0.42, -0.0017, 15, 0.82, 0.43, -0.0075, 16, 10
457, -0.969, -0.133, -0.136, 1.2, 0.468, 0.0909, 0.649, 0.123, 0.002, 3.7, 0.89, 0.26, 36, 3.3, 0.58, 0.58, 28, 21
359, -0.812, -0.347, -0.13, 1.33, 0.468, 0.0849, 0.481, 0.124, -0.0327, 2.2, 0.69, 0.19, 26, 2.3, 0.71, 0.15, 27, 18
203, -0.892, -0.289, -0.204, 0.913, 0.408, 0.0666, 0.553, 0.969, 0.198, 1, -0.26, -0.03, 5.7, 1.1, -0.26, 0.0084, 5.8, 3.8
238, -0.919, -0.373, -0.0689, 1.22, 0.621, 0.136, 1, 0.788, 0.17, 1, 0.3, -0.024, 12, 1.2, 0.31, 0.018, 13, 8.3
544, -0.242, -0.103, -0.101, 0.424, 0.306, 0.11, 0.351, 0.087, 0.283, 15, -0.28, -0.33, 35, 15, -0.31, -0.059, 34, 23
535, -0.279, -0.0927, -0.158, 0.859, 0.254, 0.108, 0.394, 0.213, 0.275, 15, 0.5, -0.15, 46, 15, 0.28, -0.12, 40, 29
665, -0.438, -0.204, -0.168, 0.572, 0.762, 0.0337, 0.375, 0.678, 0.122, 1, 0.42, -0.0045, 16, 1.1, 0.41, -0.0014, 15, 10
602, -0.391, -0.176, -0.202, 0.53, 0.588, 0.25, 0.376, 0.294, -0.0788, 15, 0.22, 0.18, 38, 15, 0.28, -0.25, 41, 26
278, -0.707, -0.0367, -0.0464, 1.37, 0.411, -0.0119, 0.677, -0.158, 0.346, 15, -0.75, 0.085, 39, 15, -0.97, 0.62, 43, 27
333, -0.636, -0.0521, -0.136, 1.17, 0.476, 0.0333, 0.307, 0.371, 0.0931, 15, 0.2, -0.096, 37, 15, 0.026, -0.058, 32, 23
205, -0.417, 0.0111, -0.0598, 1.1, 0.849, 0.236, 0.24, 0.921, 0.494, 0.85, 0.4, 0.037, 15, 0.85, 0.42, 0.032, 15, 10
475, -0.83, -0.152, -0.196, 0.767, 0.522, 0.0682, 0.197, 0.874, 0.419, 5.3, 0.091, -0.29, 16, 3, -0.44, 0.086, 11, 9.3
431, -0.363, -0.223, -0.133, 1.3, 0.697, 0.246, 0.00303, 0.627, 0.242, 1.1, 0.49, -0.0031, 18, 3.1, 0.84, -0.13, 33, 17
428, -0.555, -0.0304, -0.148, 0.415, 0.749, 0.298, 0.446, 0.562, 0.125, 4.4, 0.64, 0.058, 29, 0.98, 0.44, 0.045, 16, 15
381, -0.688, 0.107, -0.0493, 1.01, 0.399, 0.00291, 0.702, 0.218, 0.369, 15, -1.4, 0.4, 46, 15, -1.2, 0.081, 43, 29
354, -0.843, 0.0564, -0.0709, 1.34, 0.389, 0.00192, 0.997, 0.551, 0.362, 15, -0.44, 1.1, 43, 15, -0.29, 0.99, 41, 28
473, -0.649, -0.0224, -0.113, 0.929, 0.343, 0.0558, 1.09, 0.159, 0.434, 15, 0.61, -0.83, 54, 15, 1.1, -0.88, 66, 40
360, -0.637, -0.0311, -0.0316, 0.306, 0.555, 0.185, 0.809, 0.928, 0.394, 4.1, 0.17, 0.21, 15, 4.2, 0.53, -0.11, 25, 13
515, -0.562, -0.27, -0.277, 0.953, 0.902, -0.0489, 2.27, 0.399, 0.191, 0.9, 0.41, 0.041, 15, 0.85, 0.39, 0.02, 14, 9.8
520, -0.391, -0.293, -0.275, 0.846, 0.207, -0.246, 0.9, 0.466, 0.224, 0.9, -0.38, -0.016, 6.6, 0.9, -0.37, -0.016, 6.5, 4.4
514, -0.419, -0.374, -0.119, 1.09, 0.636, 0.0889, 0.455, 0.439, 0.105, 3.1, 0.76, -0.22, 30, 3.5, 0.86, -0.23, 34, 22
459, -0.556, -0.356, -0.2, 1.36, 0.442, -0.00962, 1.34, 0.589, 0.144, 3, 0.056, 0.21, 10, 3.1, 0.11, 0.21, 12, 7.4
255, -0.602, -0.115, -0.0791, 0.718, 0.446, -0.0241, 0.607, 0.485, 0.244, 2.7, 0.19, -0.3, 14, 3.1, -0.41, 0.068, 11, 8.4
579, -0.602, -0.166, -0.46, 0.953, 0.448, 0.279, 0.788, 0.395, 0.259, 0.77, -0.37, 0.015, 6.2, 0.77, -0.37, 0.017, 6.2, 4.2
385, -0.385, -0.0415, -0.338, 0.384, 0.553, 0.351, 0, 0.504, 0.203, 1.2, -0.23, 0.2, 6.4, 1.2, -0.24, 0.19, 6.4, 4.3
349, -0.626, 0.0913, -0.359, 0.344, 0.599, 0.355, 0.286, 0.303, 0.399, 0.98, -0.34, 0.12, 6.5, 0.98, -0.34, 0.11, 6.5, 4.3
394, -0.313, -0.354, -0.153, 0.833, 0.521, 0.135, 0.353, 0.306, 0.0187, 15, 3.1, 0.12, 1.2e+02, 15, 2.7, -0.098, 1.1e+02, 78
412, -0.336, -0.321, -0.233, 0.36, 0.562, 0.0676, 0.44, 0.738, 0.0488, 3.4, 0.21, -0.27, 15, 2.5, -0.12, 0.021, 7.2, 7.5
451, -0.583, -0.111, -0.111, 0.643, 0.599, 0.237, 0.122, 0.563, 0.354, 8.1, 0.38, -0.55, 32, 2.6, 0.58, 0.016, 24, 18
436, -0.384, -0.204, -0.137, 1.24, 0.626, 0.24, 0.0966, 0.555, 0.324, 2.5, 0.59, 0.22, 24, 3.1, 0.79, -0.1, 31, 18
348, -0.981, -0.0817, -0.169, 1.3, 0.445, 0.0787, 0.497, 1, 0.277, 15, 1.4, -0.27, 74, 15, 1.6, -1.6, 85, 53
376, -1.01, -0.29, -0.123, 1.17, 0.607, 0.0978, -0.0456, 0.511, 0.292, 1.8, 0.35, -0.46, 17, 2, 0.47, -0.22, 20, 12
457, -0.715, -0.11, -0.111, 1.53, 0.616, 0.0398, 0.353, 0.124, 0.237, 15, -0.17, 0.38, 35, 15, 0.26, -0.029, 39, 25
509, -1.08, -0.31, -0.115, 0.75, 0.457, 0.164, 0.422, 0.29, 0.232, 1.3, 0.11, -0.25, 8.7, 1.3, 0.11, -0.24, 8.5, 5.7
349, -0.0408, -0.135, -0.171, 1.47, 0.443, 0.116, 0.443, 0.145, 0.277, 15, -0.95, -0.016, 41, 15, -0.96, 0.016, 41, 27
442, -0.588, -0.223, -0.0903, 1.03, 0.266, 0.106, 0.431, 0.0151, 0.225, 15, 3, -0.88, 1.2e+02, 15, 3.1, 0.099, 1.3e+02, 83
473, -0.421, -0.00629, -0.11, 0.819, 0.369, 0.0848, 0.603, 0.331, 0.299, 15, 1, -0.59, 63, 15, 0.75, -0.68, 56, 40
440, -0.423, 0.0153, -0.108, 0.774, 0.62, 0.0407, -0.303, 0.195, 0.252, 15, 0.26, -0.074, 39, 15, 0.13, -0.033, 35, 25
390, -0.678, -0.301, -0.102, 1.19, 0.521, 0.308, 0.32, 0.0723, 0.334, 1.7, 0.45, -0.056, 18, 1.8, 0.41, -0.033, 17, 12
487, -0.76, -0.412, -0.0947, 1.18, 0.262, 0.296, 0.96, 0.0432, 0.333, 2.8, 0.42, -0.18, 20, 3, 0.39, -0.36, 20, 13
312, -0.419, -0.0181, -0.0139, 1.06, 0.377, -0.00697, 0.824, 0.204, 0.0274, 15, -0.88, -0.39, 41, 15, -0.14, -0.73, 38, 26
141, -0.746, -0.0394, -0.119, 0.851, 0.411, 0.0202, 0.652, 0.207, 0.462, 15, -0.12, 0.0094, 32, 15, -0.23, -0.025, 33, 22
528, -0.256, -0.196, -0.207, 0.71, 0.274, 0.0117, 0.406, 0.426, 0.321, 15, 0.26, 0.27, 40, 15, -0.38, 0.31, 36, 25
457, -0.24, -0.093, -0.181, 0.5, 0.262, 0.0565, 0.323, 1.03, 0.295, 15, 0.0055, -0.37, 35, 15, -0.24, -0.23, 34, 23
411, -0.479, -0.0789, -0.161, 0.355, 0.0751, 0.117, 0.348, 0.325, 0.232, 1.5, -0.28, -0.19, 7.5, 1.8, -0.33, -0.08, 7.9, 5.1
383, -0.236, -0.0752, -0.163, 0.327, 0.85, 0.165, 0.386, 0.583, 0, 0.82, 0.41, -0.0036, 15, 0.8, 0.41, -0.0027, 15, 10
446, -0.376, 0.0779, -0.0472, 0.891, 0.311, -0.0098, 0.471, 0.219, 0.355, 4.2, 0.081, -0.07, 12, 6.7, -0.15, 0.026, 16, 9.4
305, -0.854, -0.00805, -0.107, 0.982, 0.266, 0.0135, 0.471, 0.213, 0.278, 4, 0.14, 0.45, 16, 3.3, 0.088, 0.36, 13, 9.8
462, -0.475, -0.211, -0.0776, 0.923, 0.91, 0.0582, -0.427, 0.435, 0.198, 0.75, 0.39, -0.004, 14, 0.77, 0.4, -0.0075, 15, 9.6
592, -0.493, -0.0661, -0.33, 0.928, 0.903, 0.0581, -0.366, 0.302, 0.198, 0.98, 0.42, 0.0051, 16, 0.93, 0.42, 0.01, 15, 10
486, -0.876, -0.208, -0.197, 0.604, 0.527, 0.329, 0.152, 0.158, -0.095, 1.2, 0.071, -0.21, 7, 1.2, 0.11, -0.18, 7.8, 4.9
501, -0.851, -0.273, -0.0794, 0.201, 0.586, 0.239, 0.31, 0.548, 0.465, 4.4, 0.028, -0.18, 12, 3.8, 0.32, -0.064, 18, 10
356, -0.847, -0.352, -0.131, 1.34, 0.457, 0.0843, 0.465, 0.125, -0.0344, 2.5, 0.72, 0.0093, 28, 2.5, 0.71, 0.22, 28, 18
341, -0.804, -0.348, -0.121, 1.33, 1.24, 0.0894, 0.468, 0.122, 0.00841, 0.65, 0.35, -0.011, 13, 0.65, 0.36, -0.0034, 13, 8.6
430, -0.434, -0.0398, -0.214, 0.545, 0.723, 0.257, 0.29, 0.616, 0.119, 15, -0.22, 0.51, 36, 15, 1.4, 0.37, 73, 37
268, -0.309, -0.0191, -0.237, 0.539, 0.735, 0.258, 0.326, 0.626, 0.115, 15, 0.5, -0.28, 47, 15, 0.034, -0.51, 37, 28
454, -0.858, -0.207, -0.302, 0.409, 0.709, 0.394, 0.0621, 0.65, 0.522, 1.6, -0.3, -0.052, 7.3, 1.5, -0.3, -0.089, 7.2, 4.8
496, -0.706, -0.113, -0.156, 0.687, 0.751, 0.288, 0.245, 0.373, 0.129, 1, 0.45, 0.026, 17, 1, 0.45, 0.01, 17, 11
338, -0.308, -0.268, -0.198, 1.16, 0.482, 0.109, 0.473, 0.129, -0.0238, 15, 1.7, 0.43, 83, 15, 1.6, 0.71, 79, 54
334, -0.462, -0.128, 0.0223, 1.18, 0.485, 0.111, 0.455, 0.0321, -0.0237, 15, 2, 0.73, 93, 15, 2.1, 0.43, 95, 63
540, -0.289, -0.081, -0.0679, 0.546, 0.292, 0.166, 0.382, 0.319, -0.246, 2.9, 0.25, -0.39, 17, 3.8, 0.39, 0.29, 21, 13
555, -0.391, -0.115, -0.229, 0.441, 0.671, 0.214, 0.362, 0.156, -0.134, 15, 2.3, -0.35, 1e+02, 15, 1.6, 1.4, 85, 62
331, -0.409, 0.00766, -0.0838, 1.08, 0.488, 0.0145, 0.619, -0.0821, 0.496, 8.5, -0.16, 0.029, 20, 11, -0.44, -0.049, 27, 16
304, -0.593, -0.0731, -0.1, 1.03, 0.427, 0.123, 0.533, 0.833, 0.66, 15, 1.4, 0.39, 73, 15, 1.3, 0.036, 69, 47
239, -0.648, -0.0388, -0.0401, 1.17, 0.367, 0.00121, 0.385, 0.266, 0.34, 15, 0.94, 0.31, 60, 15, 1, -0.048, 62, 40
350, -0.632, -0.0475, -0.0713, 1.1, 0.445, 0.0289, 0.208, 0.229, 0.12, 15, -0.97, 0.81, 44, 15, 0.4, 0.47, 45, 30
394, -0.313, -0.354, -0.153, 0.833, 0.521, 0.135, 0.353, 0.306, 0.0187, 15, 3.3, -0.6, 1.3e+02, 15, 2.4, -0.54, 1e+02, 78
394, -0.313, -0.354, -0.153, 0.833, 0.521, 0.135, 0.353, 0.306, 0.0187, 15, 2.9, 0.17, 1.2e+02, 15, 2.7, -0.076, 1.1e+02, 77
483, -0.756, -0.0215, -0.0949, 0.735, 0.531, 0.0759, 0.476, 0.154, 0.675, 5.1, -0.095, 0.16, 13, 4, 0.31, -0.37, 20, 11
544, -0.598, -0.00651, -0.193, 0.445, 0.298, 0.192, 0.401, 0.156, -0.381, 2.5, -0.29, -0.12, 9.3, 2.2, -0.18, 0.37, 9.6, 6.3
412, -0.288, -0.101, -0.206, 0.503, 0.524, 0.0767, 0.334, 0.416, 0.159, 15, 1, -1.4, 69, 15, 1.1, -1.4, 71, 47
384, -0.43, -0.4, -0.207, 0.418, 1.21, 0.0148, 0.328, 0.382, 0.168, 0.62, 0.36, -0.03, 13, 0.65, 0.37, -0.028, 14, 8.8
333, -0.636, -0.0521, -0.136, 1.17, 0.476, 0.0333, 0.307, 0.371, 0.0931, 15, 0.41, -1.1, 51, 15, -0.075, -0.11, 32, 28
333, -0.636, -0.0521, -0.136, 1.17, 0.476, 0.0333, 0.307, 0.371, 0.0931, 15, -0.021, -0.25, 34, 15, 0.088, -0.21, 35, 23
335, -1, -0.144, 0.0819, 1.14, 0.509, 0.102, 0.456, 0.0488, 0.188, 0.98, 0.43, -0.052, 16, 0.98, 0.42, -0.024, 16, 10
336, -0.387, -0.121, 0.077, 1.13, 0.484, 0.0867, 0.456, 0.0255, -0.0686, 1.1, 0.48, -0.014, 18, 1.1, 0.5, -0.016, 18, 12
346, -0.646, -0.259, -0.287, 1.16, 0.439, 0.0489, 0.49, 0.371, 0.201, 15, -0.15, -0.2, 33, 15, 0.17, 0.076, 36, 23
350, -1.05, -0.371, -0.216, 1.33, 0.459, 0.121, 0.491, 0.0273, 0.211, 2.1, 0.53, 0.049, 21, 2, 0.42, 0.2, 18, 13
307, -0.314, -0.353, 0.053, 0.543, 0.379, 0.255, 0.792, 0.471, 0.0239, 1.8, 0.28, -0.12, 13, 2.5, 0.23, 0.014, 13, 8.7
321, -0.276, -0.197, -0.177, 0.575, 0.398, 0.0549, 0.658, 0.609, 0.0252, 15, 0.9, -1.7, 68, 15, 1.5, -1.6, 83, 51
531, -0.231, -0.104, -0.106, 0.9, 0.184, 0.104, 0.127, 0.458, 0.271, 15, 0.29, -0.0013, 40, 15, 0.29, 0.024, 40, 26
577, -0.247, -0.102, -0.132, 0.899, 0.438, 0.135, 0.56, 0.209, 0.261, 15, 1.2, 0.11, 68, 15, 0.7, 0.83, 56, 41
408, -0.381, -0.0441, -0.0785, 1.02, 0.503, 0.196, 0.649, 0.629, 0.531, 15, 1.8, 0.16, 85, 12, 1.4, 0.45, 67, 51
388, -0.341, -0.138, -0.0878, 1.15, 0.451, -0.00323, 0.922, 0.413, 0.00381, 4, 0.13, -0.14, 13, 4.3, 0.12, -0.081, 14, 9
371, -1.03, -0.47, -0.169, 0.916, 0.489, 0.0257, 0.944, 0.402, 0.207, 1.6, 0.44, 0.34, 19, 1.5, 0.41, 0.25, 17, 12
411, -0.318, 0.0886, -0.127, 0.75, 0.341, 0.186, 0.853, 0.339, 0.383, 15, -0.0066, 0.93, 40, 15, -0.15, 1, 41, 27
623, -0.443, -0.11, 0.0732, 0.951, 0.488, 0.116, 1.07, -0.141, -0.122, 0.98, 0.42, 0.02, 16, 1, 0.42, 0.013, 15, 10
450, -0.396, -0.095, 0.0514, 1.4, 0.535, 0.076, 0.962, 0.567, 0, 1, 0.47, -0.049, 17, 1, 0.46, -0.055, 17, 11
327, -0.681, 0.0139, -0.117, 1.1, 0.454, 0.0319, 0.239, 0.0322, 0.0973, 15, -0.065, -0.65, 38, 15, -0.21, -0.31, 35, 24
328, -0.935, 0.003, -0.133, 1.1, 0.479, 0.0592, 0.528, 0.369, 0.111, 15, 2.1, -1.8, 99, 15, 1.7, -2, 92, 64
336, -0.417, -0.113, -0.000617, 1.14, 0.458, 0.0762, 0.791, 0.658, 0.738, 15, 0.76, -0.88, 58, 15, 1.2, 0.46, 67, 42
228, -0.689, -0.103, -0.0523, 1.22, 0.413, -0.0409, 0.967, 0.927, 0.0137, 15, 0.31, 0.063, 40, 15, 0.36, -0.011, 42, 27
553, -0.242, -0.102, -0.111, 0.845, 0.318, 0.11, 0.348, 0.121, 0.284, 15, 1.1, -0.03, 65, 15, 1.2, 0.015, 67, 44
522, -0.242, -0.103, -0.143, 1.16, 0.314, 0.109, 0.36, 0.00613, 0.284, 15, 0.26, -0.059, 39, 15, 0.25, -0.086, 39, 26
537, -0.489, -0.438, -0.134, 1.13, 0.514, 0.119, 0.46, 0.323, 0.188, 3.2, 0.73, -0.22, 30, 6, 0.29, -0.89, 28, 19
542, -0.413, -0.066, -0.123, 1.39, 0.513, 0.114, 0.472, 0.16, 0.211, 15, -0.0049, 0.54, 36, 15, 0.55, 0.27, 48, 28
447, -0.653, -0.45, -0.115, 1.28, 0.38, 0.0542, 0.521, 0.125, 0.109, 2.8, 0.73, -0.18, 29, 4.7, 0.88, -0.55, 38, 22
400, -0.903, -0.306, -0.125, 1.4, 0.503, 0.0517, 0.409, 0.124, 0.285, 15, 1.1, -1.8, 73, 15, 2.3, -1.5, 1.1e+02, 59
347, -0.632, -0.239, -0.116, 1.17, 0.492, 0.0686, 0.455, 0.0825, 0.172, 15, 2.2, 1.1, 99, 15, 2.6, -0.22, 1.1e+02, 69
342, -0.438, -0.278, -0.124, 1.18, 0.522, 0.0974, 0.448, 0.0771, 0.0911, 15, 2.4, 0.33, 1e+02, 15, 1.5, -1.4, 80, 61
370, -0.0212, -0.0508, -0.214, 1.21, 0.685, 0.188, 0.319, 0.567, 0.0977, 15, -0.23, 0.18, 34, 15, -0.26, -0.096, 34, 23
399, -0.447, -0.149, -0.065, 1.05, 0.309, 0.175, 0.53, 0.475, -0.0442, 15, 2.2, 0.025, 97, 15, 2.2, 0.35, 97, 65
500, -0.736, -0.0953, -0.134, 0.972, 0.434, 0.0848, 0.413, 0.0826, 0.284, 15, 1.7, -0.69, 83, 15, 0.87, -0.86, 61, 48
462, -0.623, -0.107, -0.103, 1.29, 0.354, 0.0863, 0.37, 0.442, 0.283, 15, 1.6, 0.013, 80, 15, 1.6, -0.63, 81, 54
349, 0.0203, -0.325, -0.272, 1.23, 0.468, 0.142, 0.509, 0.182, 0.62, 15, 1.3, 0.0033, 70, 15, 1.3, 0.049, 70, 47
343, -0.799, -0.344, -0.0666, 1.13, 0.467, 0.138, 0.512, 0.18, 0.0766, 1.6, 0.5, -0.14, 19, 3.2, 0.49, 0.091, 22, 14
416, -0.214, -0.348, -0.194, 1.11, 0.482, 0.133, 0.41, 0.171, -0.0918, 15, 2.3, 1.6, 1.1e+02, 15, 2.8, 0.55, 1.2e+02, 74
349, -0.248, -0.345, -0.223, 0.911, 0.536, 0.146, 0.301, 0.29, 0.453, 15, 2.6, -0.53, 1.1e+02, 15, 2.7, -0.017, 1.1e+02, 74
352, -0.762, -0.298, -0.186, 1.08, 0.491, 0.107, 0.478, 1.01, 0.137, 1.8, 0.52, 0.37, 21, 2.4, 0.43, 0.4, 20, 14
355, -0.157, -0.374, -0.183, 0.889, 0.5, 0.122, 0.513, 0.117, 0.0208, 15, 1.6, 0.89, 81, 15, 1.8, 0.59, 86, 56
346, -0.853, -0.351, -0.123, 1.34, 0.457, 0.0907, 0.468, 0.122, 0.113, 8.4, 1.5, -0.42, 65, 15, 2.4, 0.85, 1e+02, 57
345, -0.853, -0.351, -0.123, 1.34, 0.457, 0.0907, 0.468, 0.122, 0.113, 15, 2.6, 0.67, 1.1e+02, 7, 1.3, 0.34, 56, 55
630, -0.532, -0.0993, -0.111, 0.835, 0.501, 0.125, 0.326, 0.11, 0.182, 15, 2, -0.76, 93, 15, 1.7, 1.3, 88, 60
546, -0.556, -0.1, -0.111, 0.885, 0.687, 0.0752, 0.793, 0.124, 0.172, 15, 1.6, 0.55, 80, 15, 1.7, 0.25, 82, 54
380, -0.822, -0.388, -0.189, 1.24, 0.854, 0.285, 0.235, 0.0848, 0.113, 0.88, 0.44, 0.029, 16, 0.85, 0.44, 0.019, 16, 11
337, -0.792, -0.2, -0.0998, 1.06, 0.84, 0.268, 0.446, 0.728, 0.113, 0.82, 0.41, 0.036, 15, 0.8, 0.41, 0.035, 15, 10
361, 0.137, -0.4, -0.0239, 1.31, 0.426, 0.202, 1.03, 0.112, 0.294, 2.2, 0.47, 0.072, 19, 2.2, 0.45, 0.14, 19, 13
362, -0.387, -0.0267, -0.074, 1.4, 0.392, 0.183, 0.57, 0.573, 0.26, 15, 0.88, 0.87, 61, 15, 1.1, 0.35, 64, 42
338, -0.341, -0.336, 0.0624, 1.17, 0.486, 0.109, 0.451, 0.0165, -0.0237, 1.2, 0.49, -0.025, 18, 1.3, 0.52, -0.0055, 19, 12
339, -0.378, -0.117, -0.304, 1.17, 0.483, 0.111, 0.461, 0.0734, -0.0238, 15, 1.3, -0.37, 70, 15, 1.1, 0.76, 66, 46
360, -0.624, -0.0889, -0.125, 0.922, 0.445, 0.0873, 0.492, 0.0332, 0.313, 15, 0.57, 1.9, 62, 15, 1.5, 1.8, 85, 49
286, -0.582, -0.0789, -0.116, 1.32, 0.421, 0.0963, 0.48, 0.832, 0.335, 15, 1.1, 0.11, 63, 15, 1, -0.059, 61, 42
347, -0.513, -0.115, -0.135, 1.3, 0.447, 0.135, 0.463, 0.124, 0.134, 15, 0.79, 0.66, 57, 15, 1.1, 0.57, 66, 41
341, -0.102, -0.0416, -0.0416, 1.32, 0.438, 0.181, 0.472, 0.126, 0.0141, 15, -0.22, 0.031, 33, 15, -0.11, 0.14, 33, 22
360, -0.337, -0.234, -0.0269, 1.01, 0.504, 0.0148, 0.587, 0.162, 0.273, 3.1, 0.52, 0.1, 23, 3.5, 0.44, 0.22, 22, 15
324, -0.542, 0.192, -0.115, 1.02, 0.392, 0.125, 0.648, 0.244, 0.356, 15, -0.13, -0.36, 35, 15, -0.16, -0.45, 36, 24
241, -0.564, -0.204, -0.184, 0.857, 0.403, 0.0507, 0.817, 0.932, 0.0972, 15, 0.64, 1.2, 57, 15, 1.6, 0.0086, 79, 45
335, -0.295, -0.243, -0.194, 1.02, 0.4, 0.0191, 0.824, 0.619, 0.471, 4.8, 0.075, 0.21, 14, 7.5, 0.04, 0.068, 18, 11
399, -0.269, -0.271, -0.193, 1.59, 0.501, 0.114, 0.421, 0.0229, 0.286, 15, -1.1, -0.28, 42, 15, -1, 0.49, 42, 28
345, -0.22, -0.283, -0.184, 0.923, 0.691, 0.11, 0.0959, 0.277, 0.267, 15, 1, 0.29, 62, 15, 0.7, 0.74, 55, 39
314, -0.284, 0.016, -0.0972, 0.977, 0.347, 0.186, 0.623, 0.35, 0.125, 15, 0.13, -0.11, 35, 15, 0.48, -0.023, 45, 27
424, -0.445, -0.00475, -0.135, 1.24, 0.347, 0.148, 0.424, 0.067, 0.41, 15, -0.15, 0.28, 34, 15, -0.28, 0.43, 36, 23
338, -0.586, -0.0614, -0.164, 0.51, 0.395, 0.0202, 0.228, 0.378, 0.115, 2.8, 0.49, 0.3, 22, 2.1, -0.35, 0.047, 8.8, 10
335, -0.333, -0.255, -0.208, 0.996, 0.415, 0.0288, 0.75, 0.0487, 0.125, 15, -0.45, -0.26, 35, 15, -1.1, -1.2, 47, 27
342, -0.455, -0.275, -0.157, 1.17, 0.508, 0.0708, 0.452, 0.0272, -0.0254, 15, 2.9, 0.55, 1.2e+02, 15, 2.8, 0.62, 1.2e+02, 78
342, -0.455, -0.275, -0.157, 1.17, 0.508, 0.0708, 0.452, 0.0272, -0.0254, 15, 2.7, 1, 1.1e+02, 15, 2.9, 0.16, 1.2e+02, 77
394, -0.313, -0.354, -0.153, 0.833, 0.521, 0.135, 0.353, 0.306, 0.0187, 15, 3, 0.095, 1.2e+02, 15, 2.6, -0.51, 1.1e+02, 77
394, -0.313, -0.354, -0.153, 0.833, 0.521, 0.135, 0.353, 0.306, 0.0187, 15, 2.6, -0.41, 1.1e+02, 15, 2.8, -0.53, 1.2e+02, 75
335, -0.218, -0.306, -0.115, 1.13, 0.521, 0.0903, 0.465, 0.127, 0.136, 15, 1, 0.25, 62, 15, 1, 0.3, 61, 41
345, -0.538, -0.158, -0.1, 1.22, 0.422, 0.0917, 0.453, 0.0626, 0.138, 15, 1.7, -0.29, 82, 15, 1.2, -0.61, 70, 51
310, -0.507, -0.16, -0.115, 1.12, 0.53, 0.132, 0.445, 0.344, 0.615, 15, 2.3, -0.41, 1e+02, 15, 1.5, -1.4, 81, 61
330, -0.403, -0.29, -0.113, 1.05, 0.488, 0.0928, 0.516, 1.08, -0.192, 6.9, 1.9, -0.11, 73, 15, 3.7, -0.41, 1.4e+02, 71
349, 0.31, -0.349, -0.227, 1.28, 0.464, 0.0829, 0.507, 0.121, 0.164, 15, -1.2, 0.51, 44, 15, -1.1, 0.6, 43, 29
346, -0.169, -0.337, -0.155, 1.28, 0.455, 0.0739, 0.496, 0.186, 0.709, 15, 0.99, -0.77, 63, 15, 0.097, -0.73, 40, 35
762, -0.237, -0.189, -0.18, 0.731, 0.351, 0.0356, 0.666, -0.00134, 0.159, 15, 0.6, 0.12, 49, 15, 0.5, 0.11, 46, 32
431, -0.17, -0.0894, -0.111, 0.959, 0.514, 0.0406, 0.334, 0.314, 0.256, 15, -0.37, -0.044, 35, 15, -0.38, -0.099, 35, 23
345, -0.33, -0.274, -0.12, 0.739, 0.52, 0.0851, 0.362, 0.94, 0.044, 15, 2.1, -0.15, 95, 15, 2.1, 0.62, 96, 64
294, -0.366, -0.265, -0.203, 1.15, 0.524, 0.131, 0.453, 0.693, 0.0185, 15, 3.5, 0.62, 1.4e+02, 15, 3.6, -0.025, 1.4e+02, 91
571, -0.23, -0.0231, -0.172, 0.82, 0.507, 0.0919, 0.936, 0.264, 0.12, 15, 0.13, -0.043, 35, 15, 0.15, -0.056, 36, 23
612, -0.643, -0.153, -0.172, 0.817, 0.768, 0.149, 0.983, 0.265, 0.0517, 1.2, 0.46, -0.034, 17, 1.1, 0.43, -0.016, 16, 11
