T, A, B, Oc, C, Oj, tj, Dp, Dn, t1, dx1, dy1, s1, t2, dx2, dy2, s2, t3, dx3, dy3, s3, savg
482, -0.378, -0.0766, -0.162, 0.748, 0.587, 0.228, 0.33, 0.099, 30, 3.4, -2.7, 1.4e+02, 30, 4.2, -0.44, 1.6e+02, 30, 3.5, -2.1, 1.4e+02, 1.5e+02
482, -0.378, -0.0938, -0.266, 0.78, 0.587, 0.214, 0.33, 0.099, 30, 4.6, 1.7, 1.7e+02, 30, 4, 2.5, 1.6e+02, 30, 4.7, -2.4, 1.8e+02, 1.7e+02
482, -0.34, -0.0938, -0.266, 0.728, 0.656, 0.214, 0.33, 0.099, 30, 4.6, -1.5, 1.7e+02, 30, 4.7, 1.2, 1.7e+02, 30, 4.5, 1.5, 1.7e+02, 1.7e+02
587, -0.34, -0.1, -0.174, 0.748, 0.587, 0.214, 0.213, 0.099, 30, 3.7, 1.9, 1.5e+02, 30, 4, 0.99, 1.5e+02, 30, 3.8, 1.1, 1.5e+02, 1.5e+02
482, -0.378, -0.202, -0.174, 0.78, 0.7, 0.214, 0.272, 0.099, 26, 1.8, 2.9, 97, 30, 4.6, -0.74, 1.7e+02, 30, 4.4, 1.2, 1.7e+02, 1.4e+02
587, -0.34, -0.1, -0.174, 0.748, 0.587, 0.228, 0.272, 0.099, 30, 4, 1, 1.5e+02, 30, 4, 0.96, 1.5e+02, 30, 4, 0.73, 1.5e+02, 1.5e+02
482, -0.378, -0.202, -0.174, 0.78, 0.587, 0.214, 0.253, 0.099, 29, 2.7, -2.8, 1.2e+02, 30, 4.5, -1.1, 1.7e+02, 26, 2.7, -2.8, 1.2e+02, 1.4e+02
408, -0.378, -0.0766, -0.174, 0.728, 0.563, 0.214, 0.253, 0.099, 30, 0.079, 0.19, 35, 30, 0.47, 0.29, 46, 30, 0.68, 0.36, 52, 44
482, -0.378, -0.1, -0.266, 0.728, 0.587, 0.214, 0.253, 0.108, 30, 4.7, -2.8, 1.8e+02, 25, 3.7, -2.8, 1.5e+02, 30, 5, -2.1, 1.8e+02, 1.7e+02
482, -0.378, -0.0938, -0.266, 0.748, 0.587, 0.214, 0.253, 0.099, 28, 4.1, -2.8, 1.6e+02, 27, 3.9, -2.8, 1.5e+02, 22, 2.8, -2.9, 1.2e+02, 1.4e+02
482, -0.378, -0.202, -0.266, 0.78, 0.587, 0.214, 0.33, 0.099, 30, 5.2, 0.12, 1.9e+02, 30, 5.1, -1.5, 1.8e+02, 28, 4.3, -2.8, 1.7e+02, 1.8e+02
482, -0.378, -0.0938, -0.174, 0.748, 0.587, 0.214, 0.272, 0.099, 30, 4.3, -0.12, 1.6e+02, 30, 3.8, -2, 1.5e+02, 30, 4.1, 1.1, 1.6e+02, 1.5e+02
587, -0.378, -0.202, -0.154, 0.748, 0.587, 0.214, 0.272, 0.099, 22, 0.94, 2.8, 72, 30, 3.7, -1.7, 1.5e+02, 22, 0.53, 2.9, 63, 94
482, -0.378, -0.1, -0.174, 0.748, 0.656, 0.214, 0.213, 0.099, 30, 4, -1.4, 1.5e+02, 30, 3.8, -2.1, 1.5e+02, 27, 2.7, -2.8, 1.2e+02, 1.4e+02
482, -0.378, -0.202, -0.266, 0.676, 0.587, 0.214, 0, 0.099, 30, 5.4, -1, 1.9e+02, 30, 5.4, 0.28, 1.9e+02, 30, 5.4, 0.098, 1.9e+02, 1.9e+02
481, -0.34, -0.202, -0.174, 0.748, 0.581, 0.193, 0.33, 0.429, 27, 3.2, -2.8, 1.4e+02, 30, 4.1, 1.9, 1.6e+02, 30, 2.6, 2.9, 1.2e+02, 1.4e+02
482, -0.378, -0.179, -0.315, 0.748, 0.464, 0.214, 0.272, 0.099, 15, 2.2, 2.9, 96, 15, 1.9, 2.9, 88, 19, 3.4, 2.9, 1.3e+02, 1.1e+02
408, -0.34, -0.202, -0.174, 0.676, 0.587, 0.193, 0.272, 0.099, 30, 3.4, -1, 1.4e+02, 29, 0.55, -2.8, 69, 30, 2.9, -2, 1.2e+02, 1.1e+02
587, -0.378, -0.1, -0.174, 0.728, 0, 0.214, 0.213, 0.099, 0.85, -0.39, 0.0059, 5.7, 0.9, -0.41, 0.012, 6, 0.85, -0.38, 0.0068, 5.7, 5.8
408, -0.378, -0.0938, -0.266, 0.728, 0.58, 0.214, 0.253, 0.099, 22, 1.9, 2.9, 95, 30, 4, 1.1, 1.5e+02, 26, 3.2, -2.8, 1.3e+02, 1.3e+02
482, -0.378, -0.0938, -0.266, 0.78, 0.587, 0.228, 0.33, 0.108, 30, 5.3, -1.1, 1.9e+02, 28, 3.5, 2.8, 1.4e+02, 30, 5, -1.8, 1.9e+02, 1.7e+02
408, -0.378, -0.0766, -0.0291, 0.728, 0.58, 0.125, 0.253, 0.108, 26, 2.7, -2.8, 1.2e+02, 26, 2.4, -2.8, 1.1e+02, 26, 2.3, -2.8, 1.1e+02, 1.1e+02
482, -0.378, -0.1, -0.266, 0.676, 0.301, 0.228, 0.33, 0.099, 2.8, 0.091, -0.12, 7.2, 18, 2.3, 2.8, 1e+02, 24, 4, 2.9, 1.6e+02, 88
482, -0.34, -0.1, -0.266, 0.78, 0.581, 0.214, 0.213, 0.429, 30, 4.7, -1.6, 1.7e+02, 30, 4.7, -1, 1.7e+02, 30, 4.8, -0.015, 1.7e+02, 1.7e+02
587, -0.378, -0.202, -0.174, 0.728, 0.587, 0.214, 0.253, 0.099, 30, 4.2, 1.9, 1.6e+02, 23, 1.7, 2.9, 91, 28, 3.6, 2.8, 1.5e+02, 1.3e+02
408, -0.378, -0.0938, -0.266, 0.728, 0.563, 0.228, 0.33, 0.099, 30, 4.7, 1, 1.7e+02, 30, 4.8, 0.88, 1.8e+02, 30, 4.5, 1.4, 1.7e+02, 1.7e+02
482, -0.378, 0, -0.266, 0.676, 0.587, 0.214, 0.33, 0.099, 30, 2.8, 2.5, 1.2e+02, 30, 3.9, -1.7, 1.5e+02, 30, 3.3, -2.8, 1.4e+02, 1.4e+02
587, -0.378, -0.1, -0.266, 0.728, 0.587, 0.214, 0.253, 0.099, 3, -0.029, -0.52, 9.1, 30, 4.4, -0.68, 1.6e+02, 2.9, 0.14, -0.5, 12, 62
408, -0.378, -0.1, -0.174, 0.728, 0.563, 0.214, 0.213, 0.099, 30, 0.21, -0.075, 38, 30, -0.43, 1.3, 45, 30, -0.22, 1.5, 46, 43
408, -0.34, -0.179, -0.315, 0.676, 0.464, 0.193, 0.272, 0.099, 16, 1.9, 2.9, 90, 30, 6.3, 2, 2.2e+02, 28, 5.5, 2.8, 2e+02, 1.7e+02
482, -0.378, -0.202, -0.174, 0.748, 0.587, 0.214, 0.272, 0.099, 30, 4.7, 0.063, 1.7e+02, 30, 4.3, -1.7, 1.6e+02, 30, 4.7, -0.47, 1.7e+02, 1.7e+02
482, -0.378, -0.1, -0.266, 0.728, 0.58, 0.228, 0.272, 0.099, 27, 2.2, -2.8, 1.1e+02, 27, 3.9, -2.8, 1.5e+02, 24, 3.2, -2.8, 1.3e+02, 1.3e+02
482, -0.378, -0.0766, -0.0291, 0.748, 0.587, 0.214, 0.272, 0.099, 30, 0.84, 2, 69, 30, 1.2, 2.1, 79, 30, 3, 0.85, 1.2e+02, 91
482, -0.378, -0.0766, -0.174, 0.78, 0.587, 0.125, 0.272, 0.099, 30, -0.11, -2, 51, 30, 3, 0.76, 1.2e+02, 30, 3.6, -0.95, 1.4e+02, 1e+02
482, -0.378, -0.202, -0.174, 0.748, 0.587, 0.214, 0.272, 0.099, 30, 4.7, 0.49, 1.7e+02, 30, 4.9, 0.14, 1.8e+02, 30, 4.6, -1.1, 1.7e+02, 1.7e+02
481, -0.34, -0.202, -0.162, 0.748, 0.587, 0.228, 0.272, 0.099, 30, 4.2, -0.65, 1.6e+02, 30, 3.5, 2.4, 1.4e+02, 30, 4.2, -0.91, 1.6e+02, 1.5e+02
482, -0.378, -0.202, -0.174, 0.748, 0.587, 0.214, 0.33, 0.099, 30, 4.2, -2.2, 1.6e+02, 30, 4.4, 1.4, 1.6e+02, 30, 4.6, -1.4, 1.7e+02, 1.7e+02
482, -0.378, -0.202, -0.266, 0.676, 0.587, 0.228, 0.272, 0.099, 29, 4.7, -2.8, 1.8e+02, 30, 5.4, -1.8, 2e+02, 30, 5.4, -1.8, 2e+02, 1.9e+02
408, -0.34, -0.179, -0.315, 0.676, 0.464, 0.193, 0.33, 0.108, 26, 4.9, 2.8, 1.8e+02, 30, 6.4, -0.52, 2.2e+02, 16, 1.2, 2.8, 71, 1.6e+02
408, -0.34, -0.179, -0.315, 0.676, 0.464, 0.193, 0.272, 0.099, 24, 4.7, 2.9, 1.8e+02, 26, 5.2, 2.8, 1.9e+02, 30, 6.3, 2.2, 2.2e+02, 2e+02
482, -0.34, -0.179, -0.266, 0.676, 0.464, 0.193, 0.33, 0.108, 26, 3.2, 2.9, 1.3e+02, 30, 5.4, 0.73, 1.9e+02, 28, 4.2, -2.8, 1.6e+02, 1.6e+02
408, -0.34, -0.179, -0.315, 0.676, 0.464, 0.193, 0.33, 0.108, 23, 4.3, 2.8, 1.6e+02, 30, 6.4, -0.24, 2.2e+02, 20, 3.4, 2.9, 1.3e+02, 1.7e+02
482, -0.378, -0.382, -0.174, 0.748, 0.587, 0.228, 0.272, 0.099, 12, -0.26, 0.077, 16, 10, -0.046, 0.58, 17, 30, -1.1, 0.23, 42, 25
482, -0.378, -0.202, -0.174, 0.78, 0.587, 0.214, 0.253, 0.099, 30, 4.5, -1.1, 1.7e+02, 30, 4, -2.1, 1.6e+02, 30, 4.2, 1.6, 1.6e+02, 1.6e+02
587, -0.378, -0.0938, -0.266, 0.78, 0.656, 0.214, 0.33, 0.099, 24, 1.9, -2.8, 96, 4.2, 0.68, 0.12, 26, 3.1, -0.11, -0.51, 9.3, 44
482, -0.378, -0.1, -0.154, 0.748, 0.587, 0.214, 0.213, 0.099, 30, 4.2, -0.16, 1.6e+02, 30, 4.1, -0.27, 1.5e+02, 30, 3.9, 1, 1.5e+02, 1.5e+02
408, -0.378, -0.1, -0.266, 0.728, 0.58, 0.228, 0.253, 0.099, 30, 4.7, -0.22, 1.7e+02, 30, 3.6, 2.5, 1.5e+02, 8.6, 0.9, -0.0034, 37, 1.2e+02
408, -0.378, -0.0938, -0.266, 0.728, 0.58, 0.228, 0.253, 0.108, 23, 1.6, 2.9, 89, 30, 4.5, 1.1, 1.7e+02, 30, 4.5, -1.7, 1.7e+02, 1.4e+02
408, -0.378, -0.179, -0.266, 0.676, 0.587, 0.193, 0.33, 0.099, 30, -0.3, 0.13, 34, 30, 4.7, 1.1, 1.7e+02, 30, 5, 0.91, 1.8e+02, 1.3e+02
482, -0.34, -0.202, -0.315, 0.676, 0.464, 0.228, 0.33, 0.108, 6.8, 0.35, 0.077, 18, 28, 0.39, -2.8, 64, 17, 3.1, -2.8, 1.2e+02, 68
482, -0.378, -0.0938, -0.174, 0.728, 0.587, 0.214, 0.213, 0.099, 30, 4.3, 0.43, 1.6e+02, 30, 4.3, 0.25, 1.6e+02, 30, 4.5, -0.39, 1.7e+02, 1.6e+02
587, -0.378, -0.1, -0.174, 0.748, 0.587, 0.214, 0.272, 0.099, 30, 4, 2, 1.6e+02, 30, 4.1, 2, 1.6e+02, 30, 4.5, 0.94, 1.7e+02, 1.6e+02
482, -0.378, -0.0766, -0.266, 0.78, 0.587, 0.214, 0.253, 0.099, 30, 5, 0.54, 1.8e+02, 30, 5.1, -0.93, 1.8e+02, 30, 5, -1.2, 1.8e+02, 1.8e+02
482, -0.378, -0.0938, -0.266, 0.78, 0.58, 0.214, 0.33, 0, 30, 5.3, -1.3, 1.9e+02, 30, 5.3, -0.75, 1.9e+02, 30, 5.3, -0.66, 1.9e+02, 1.9e+02
482, -0.34, -0.202, -0.266, 0.676, 0.587, 0.193, 0.33, 0, 24, 3.3, -2.8, 1.4e+02, 30, 5.2, -0.51, 1.9e+02, 30, 3.7, 2.5, 1.5e+02, 1.6e+02
482, -0.378, -0.0766, -0.266, 0.78, 0.587, 0.125, 0.253, 0.099, 30, 3, 0.04, 1.2e+02, 30, 2.9, 0.65, 1.2e+02, 30, 3, 0.46, 1.2e+02, 1.2e+02
482, -0.378, -0.0766, -0.0291, 0.78, 0.58, 0.214, 0.272, 0, 30, 1.1, 2, 77, 30, 2.5, 2, 1.1e+02, 30, 3.2, 1.5, 1.3e+02, 1.1e+02
587, -0.378, -0.1, -0.174, 0.728, 0.587, 0.214, 0.213, 0.099, 30, 4.4, 0.8, 1.7e+02, 30, 4.4, 1.6, 1.7e+02, 30, 4.2, 1.7, 1.6e+02, 1.6e+02
482, -0.378, -0.0938, -0.266, 0.728, 0.587, 0.214, 0.33, 0.099, 30, 5, -1.4, 1.8e+02, 30, 4.6, -2.5, 1.8e+02, 24, 3.5, -2.8, 1.4e+02, 1.7e+02
482, -0.378, -0.202, -0.174, 0.748, 0.587, 0.214, 0.272, 0.099, 30, 4.4, 1.3, 1.7e+02, 30, 4.7, -0.64, 1.7e+02, 29, 3.6, 2.9, 1.5e+02, 1.6e+02
482, -0.378, -0.202, -0.174, 0.748, 0.587, 0.214, 0.272, 0.099, 30, 4.6, 0.89, 1.7e+02, 30, 4.7, 0.87, 1.7e+02, 30, 4.6, -0.61, 1.7e+02, 1.7e+02
482, -0.378, -0.0766, -0.266, 0.748, 0.58, 0.214, 0.272, 0.099, 30, 4.5, 1.6, 1.7e+02, 30, 5, 0.58, 1.8e+02, 30, 5.2, -0.31, 1.9e+02, 1.8e+02
482, -0.378, -0.202, -0.174, 0.78, 0.587, 0.214, 0.253, 0, 30, 4.1, -1.6, 1.6e+02, 30, 4.6, 0.99, 1.7e+02, 30, 4.5, 1.1, 1.7e+02, 1.6e+02
482, -0.378, -0.202, -0.266, 0.728, 0.58, 0.228, 0.253, 0.099, 20, 2.1, -2.8, 99, 30, 5.3, -1, 1.9e+02, 30, 5.4, -0.5, 1.9e+02, 1.6e+02
482, -0.378, -0.0938, -0.266, 0.78, 0.587, 0.214, 0.33, 0, 30, 5.4, -0.3, 1.9e+02, 30, 5.3, 0.5, 1.9e+02, 30, 4.8, -2.2, 1.8e+02, 1.9e+02
482, -0.34, -0.179, -0.266, 0.78, 0.464, 0.193, 0.272, 0.099, 24, 3.2, -2.8, 1.3e+02, 30, 4.2, -1.7, 1.6e+02, 30, 4.6, -0.96, 1.7e+02, 1.5e+02
408, -0.378, -0.0766, -0.315, 0.676, 0.587, 0.214, 0.253, 0.099, 1.4, -0.27, 0.17, 5.6, 1.4, -0.26, 0.2, 5.7, 1.4, -0.27, 0.15, 5.4, 5.6
482, -0.34, -0.202, -0.315, 0.676, 0.587, 0.214, 0.33, 0.099, 30, 5.8, -1.5, 2.1e+02, 30, 5.8, -1.7, 2.1e+02, 30, 5.5, -2.1, 2e+02, 2.1e+02
408, -0.378, -0.179, -0.266, 0.78, 0.464, 0.193, 0.272, 0.099, 21, 2.2, 2.9, 1e+02, 19, 1.4, 2.9, 79, 19, 0.87, 2.9, 67, 83
408, -0.378, -0.0938, -0.266, 0.728, 0.58, 0.5, 0.253, 0.108, 1.2, -0.33, -0.039, 5.5, 1.2, -0.35, -0.069, 5.8, 1.2, -0.33, -0.02, 5.5, 5.6
482, -0.378, -0.0938, -0.266, 0.728, 0.464, 0.193, 0.253, 0, 23, 3.1, -2.8, 1.3e+02, 30, 5.1, -2, 1.9e+02, 30, 5.2, 0.58, 1.9e+02, 1.7e+02
408, -0.34, -0.179, -0.315, 0.676, 0.58, 0.228, 0.33, 0.108, 1.4, -0.28, 0.16, 5.6, 1.4, -0.29, 0.16, 5.7, 1.4, -0.31, 0.14, 5.8, 5.7
482, -0.34, -0.0938, -0.266, 0.728, 0.587, 0.193, 0.33, 0.099, 29, 3.9, -2.8, 1.6e+02, 23, 2.6, -2.8, 1.1e+02, 25, 3.1, -2.8, 1.3e+02, 1.3e+02
408, -0.34, -0.179, -0.315, 0.676, 0.58, 0.193, 0.272, 0, 1.4, -0.29, 0.16, 5.7, 1.4, -0.29, 0.14, 5.6, 1.4, -0.27, 0.16, 5.5, 5.6
408, -0.378, -0.0938, -0.266, 0.728, 0.464, 0.228, 0.253, 0.099, 30, 4.8, -2, 1.8e+02, 5.8, 0.67, -0.029, 27, 21, 2.1, -2.8, 99, 1e+02
482, -0.378, -0.0938, -0.266, 0.728, 0.587, 0.228, 0.33, 0.099, 26, 3.9, -2.8, 1.5e+02, 30, 4.6, -2.8, 1.8e+02, 26, 3.7, -2.8, 1.5e+02, 1.6e+02
482, -0.378, -0.202, -0.266, 0.676, 0.587, 0.214, 0.33, 0.099, 30, 5.5, -1.8, 2e+02, 30, 5.7, -0.3, 2e+02, 30, 5.4, 1.3, 1.9e+02, 2e+02
482, -0.378, -0.0938, -0.266, 0.78, 0.58, 0.214, 0.253, 0, 30, 4.9, -1.5, 1.8e+02, 30, 5.3, -0.12, 1.9e+02, 30, 5.2, -0.15, 1.9e+02, 1.9e+02
482, -0.378, -0.0766, -0.266, 0.728, 0.58, 0.228, 0.253, 0, 30, 5.2, -1.2, 1.9e+02, 30, 5, -1.3, 1.8e+02, 30, 5.1, -0.78, 1.9e+02, 1.8e+02
482, -0.378, -0.0766, -0.266, 0.728, 0.656, 0.214, 0.33, 0.099, 30, 5, -1.2, 1.8e+02, 30, 5.2, -0.44, 1.9e+02, 30, 5.1, 0.81, 1.9e+02, 1.9e+02
482, -0.34, -0.0938, -0.4, 0.78, 0.58, 0.214, 0.253, 0, 2.1, -0.15, 0.21, 5.7, 1.6, -0.27, 0.16, 5.8, 30, 4.6, -2.5, 1.8e+02, 63
482, -0.378, -0.202, -0.174, 0.748, 0.587, 0.214, 0.33, 0.099, 30, 4.6, 0.68, 1.7e+02, 27, 1.9, -2.8, 1e+02, 30, 4.7, 1.2, 1.7e+02, 1.5e+02
482, -0.378, -0.0938, -0.266, 0.728, 0.587, 0.214, 0.272, 0.099, 30, 4.1, 2.2, 1.6e+02, 30, 5.1, 0.83, 1.9e+02, 30, 4.9, 1.7, 1.8e+02, 1.8e+02
482, -0.378, -0.0938, -0.266, 0.676, 0.587, 0.214, 0, 0.099, 23, 2.9, -2.8, 1.2e+02, 22, 2.8, -2.8, 1.2e+02, 29, 4.3, -2.8, 1.7e+02, 1.4e+02
482, -0.378, -0.202, -0.266, 0.728, 0.587, 0.214, 0.33, 0.099, 30, 5.5, 0.059, 2e+02, 26, 3.9, 2.9, 1.5e+02, 29, 4.8, -2.8, 1.8e+02, 1.8e+02
408, -0.378, -0.0938, -0.315, 0.728, 0.464, 0.193, 0.272, 0, 30, 0.58, -1.1, 55, 30, 0.32, -1.2, 50, 30, 0.25, -1.2, 48, 51
482, -0.34, -0.179, -0.266, 0.676, 0.58, 0.228, 0.253, 0.099, 30, 4.9, -1.7, 1.8e+02, 30, 4.9, -1.2, 1.8e+02, 26, 3.6, -2.8, 1.5e+02, 1.7e+02
482, -0.34, -0.202, -0.315, 0.676, 0.587, 0.214, 0.33, 0.099, 30, 6, -0.29, 2.1e+02, 30, 6, 0.018, 2.1e+02, 30, 5.6, -2, 2e+02, 2.1e+02
482, -0.378, -0.0938, -0.266, 0.728, 0.587, 0.214, 0.33, 0.099, 23, 3.1, -2.8, 1.3e+02, 28, 4.3, -2.8, 1.7e+02, 20, 2.3, -2.8, 1e+02, 1.3e+02
408, -0.378, -0.0938, -0.266, 0.728, 0.587, 0.228, 0.253, 0.099, 27, 3, 2.8, 1.3e+02, 30, 3.6, 2.3, 1.5e+02, 30, 4.8, -0.29, 1.8e+02, 1.5e+02
482, -0.378, -0.0766, -0.266, 0.78, 0.58, 0.214, 0.253, 0.108, 28, 3.3, -2.8, 1.4e+02, 30, 5.1, -0.83, 1.9e+02, 30, 5, -1.7, 1.8e+02, 1.7e+02
482, -0.378, -0.0938, -0.266, 0.78, 0.587, 0.214, 0.33, 0.099, 27, 3.1, 2.9, 1.3e+02, 30, 4.5, -2.7, 1.7e+02, 30, 5.4, -0.067, 1.9e+02, 1.7e+02
482, -0.378, -0.0938, -0.266, 0.728, 0.587, 0.214, 0.33, 0.099, 30, 5.2, 0.52, 1.9e+02, 30, 5.2, -1.5, 1.9e+02, 22, 2.9, -2.8, 1.2e+02, 1.7e+02
408, -0.34, -0.179, -0.315, 0.748, 0.464, 0.193, 0.253, 0.099, 24, 4.3, 2.9, 1.6e+02, 24, 4.3, 2.9, 1.6e+02, 29, 5.5, 2.9, 2e+02, 1.8e+02
482, -0.378, -0.202, -0.174, 0.676, 0.587, 0.214, 0.272, 0.099, 30, 4.2, -0.75, 1.6e+02, 30, 4.6, -0.035, 1.7e+02, 30, 4.4, -0.62, 1.6e+02, 1.6e+02
408, -0.34, -0.333, -0.315, 0.676, 0.464, 0.193, 0.272, 0.099, 3.2, 0.42, -0.31, 18, 4.2, 0.17, 0.047, 10, 17, 1.1, 2.9, 70, 33
482, -0.378, -0.202, -0.315, 0.676, 0.587, 0.214, 0.33, 0.099, 30, 6.3, -1.7, 2.2e+02, 30, 6.5, -0.55, 2.3e+02, 30, 6.5, 0.43, 2.3e+02, 2.2e+02
482, -0.34, -0.202, -0.266, 0.676, 0.587, 0.228, 0.33, 0.099, 24, 3.4, -2.8, 1.4e+02, 30, 5.1, -1.7, 1.9e+02, 18, 1, -2.8, 69, 1.3e+02
408, -0.34, -0.0938, -0.266, 0.78, 0.587, 0.214, 0.33, 0, 27, 1.6, 2.8, 92, 30, 1.2, 2.3, 81, 30, 3, 2.5, 1.3e+02, 1e+02
482, -0.378, -0.179, -0.315, 0.676, 0.464, 0.193, 0.272, 0.099, 30, 6.6, 0.25, 2.3e+02, 30, 6.5, -2.2, 2.3e+02, 30, 7.1, 0.074, 2.4e+02, 2.3e+02
482, -0.34, -0.179, -0.266, 0.728, 0.464, 0.193, 0.33, 0.108, 30, 4.9, 1.5, 1.8e+02, 30, 5.1, -0.35, 1.8e+02, 30, 4.9, 0.87, 1.8e+02, 1.8e+02
408, -0.378, -0.4, -0.315, 0.676, 0.587, 0.214, 0.253, 0.108, 1.3, -0.3, -0.18, 5.8, 1.3, -0.29, -0.19, 5.8, 1.2, -0.26, -0.21, 5.6, 5.7
408, -0.34, -0.179, -0.266, 0.728, 0.464, 0.193, 0.253, 0.099, 21, 1.9, 2.9, 95, 22, -0.11, 2.9, 52, 20, 0.83, 2.9, 68, 71
408, -0.378, -0.1, -0.315, 0.676, 0.58, 0.228, 0.272, 0.099, 1.3, -0.35, 0.048, 5.8, 1.4, -0.31, 0.13, 5.7, 1.4, -0.32, 0.12, 5.7, 5.8
482, -0.378, -0.202, -0.266, 0.78, 0.587, 0.228, 0.33, 0.099, 30, 5.2, -0.33, 1.9e+02, 22, 2.2, -2.8, 1e+02, 30, 5.1, -0.43, 1.9e+02, 1.6e+02
482, -0.378, -0.202, -0.266, 0.676, 0.587, 0.214, 0.33, 0.099, 30, 5.1, -2.3, 1.9e+02, 22, 3.2, -2.8, 1.3e+02, 30, 5.7, -1.2, 2e+02, 1.7e+02
482, -0.378, -0.0938, -0.266, 0.78, 0.587, 0.214, 0.33, 0, 30, 5.3, -0.57, 1.9e+02, 30, 5.3, -0.93, 1.9e+02, 30, 5.2, 0.21, 1.9e+02, 1.9e+02
482, -0.378, -0.0938, -0.266, 0.728, 0.58, 0.228, 0.253, 0, 30, 5.1, -1.6, 1.9e+02, 30, 5.4, -0.047, 1.9e+02, 30, 4.9, -2.1, 1.8e+02, 1.9e+02
482, -0.378, -0.0938, -0.266, 0.78, 0.587, 0.214, 0.33, 0, 30, 5.4, -0.38, 1.9e+02, 30, 5.3, -0.041, 1.9e+02, 30, 5.3, 0.53, 1.9e+02, 1.9e+02
482, -0.378, -0.0938, -0.266, 0.78, 0.58, 0.214, 0.33, 0.099, 30, 5.3, -1, 1.9e+02, 30, 5.3, 0.027, 1.9e+02, 30, 5.4, 0.26, 1.9e+02, 1.9e+02
408, -0.34, -0.179, -0.315, 0.676, 0.464, 0.193, 0.33, 0.099, 28, 5.5, 2.8, 2e+02, 30, 6.5, 0.92, 2.3e+02, 30, 6.2, 1.9, 2.2e+02, 2.2e+02
408, -0.34, -0.179, -0.315, 0.748, 0.464, 0.193, 0.253, 0.108, 30, 5.8, 2.9, 2.1e+02, 23, 4, 2.9, 1.5e+02, 17, 2.3, 2.8, 1e+02, 1.6e+02
482, -0.378, -0.0938, -0.174, 0.748, 0.587, 0.214, 0.272, 0.099, 30, 4.3, -0.24, 1.6e+02, 27, 2.2, -2.8, 1.1e+02, 30, 4.3, -0.2, 1.6e+02, 1.4e+02
482, -0.378, -0.202, -0.266, 0.728, 0.587, 0.214, 0.272, 0.099, 27, 4.2, -2.8, 1.6e+02, 26, 4, -2.8, 1.6e+02, 30, 5.4, 0.084, 1.9e+02, 1.7e+02
482, -0.378, -0.0938, -0.266, 0.728, 0.587, 0.228, 0.253, 0, 30, 5.3, -0.13, 1.9e+02, 30, 5.3, -0.34, 1.9e+02, 30, 5.3, -0.57, 1.9e+02, 1.9e+02
482, -0.378, -0.0938, -0.266, 0.78, 0.58, 0.214, 0.33, 0, 30, 5.4, -0.91, 1.9e+02, 30, 5.2, -1, 1.9e+02, 30, 5.4, -0.18, 1.9e+02, 1.9e+02
482, -0.34, -0.179, -0.315, 0.676, 0.587, 0.214, 0.33, 0.099, 30, 5.8, -1.2, 2.1e+02, 26, 4.6, -2.8, 1.7e+02, 30, 5.6, -2.3, 2e+02, 1.9e+02
408, -0.378, -0.0938, -0.266, 0.728, 0.464, 0.193, 0.33, 0.108, 30, 5.3, -0.94, 1.9e+02, 30, 4.5, -2.3, 1.7e+02, 26, 3.4, -2.8, 1.4e+02, 1.7e+02
482, -0.378, -0.202, -0.174, 0.702, 0.587, 0.125, 0.272, 0.099, 30, 5.3, 1, 1.9e+02, 30, 5.2, 1.3, 1.9e+02, 30, 5.5, 1.1, 2e+02, 1.9e+02
482, -0.378, -0.0766, -0.0291, 0.78, 0.587, 0.214, 0.272, 0.099, 30, -0.32, 1.7, 48, 30, 1.6, 2.2, 92, 30, 0.23, 2.1, 57, 66
482, -0.378, -0.202, -0.266, 0.78, 0.581, 0.214, 0.272, 0.099, 29, 4.5, -2.8, 1.7e+02, 30, 5.2, 0.1, 1.9e+02, 30, 5.3, 1.1, 1.9e+02, 1.8e+02
408, -0.34, -0.246, -0.266, 0.728, 0.581, 0.214, 0.33, 0.099, 23, 2.1, 2.8, 1e+02, 30, 4.7, 0.79, 1.7e+02, 30, 4.8, 0.023, 1.8e+02, 1.5e+02
482, -0.378, -0.1, -0.266, 0.78, 0.563, 0.228, 0.213, 0.429, 30, -0.56, 0.38, 38, 9.9, 1.9, -0.26, 69, 19, 3.2, -0.71, 1.2e+02, 75
482, -0.378, -0.0766, -0.266, 0.728, 0.656, 0.214, 0.33, 0.099, 30, 5.1, 0.078, 1.9e+02, 30, 5.2, 0.27, 1.9e+02, 30, 4.7, -1.7, 1.7e+02, 1.8e+02
482, -0.378, -0.0938, -0.266, 0.78, 0.624, 0.214, 0.33, 0, 30, 5.3, 0.045, 1.9e+02, 30, 5.2, -1, 1.9e+02, 30, 5.3, 0.091, 1.9e+02, 1.9e+02
482, -0.378, -0.0938, -0.315, 0.728, 0.58, 0.228, 0.33, 0, 30, 5.4, 2, 2e+02, 30, 5.6, 1.3, 2e+02, 30, 5.4, 1.6, 1.9e+02, 2e+02
408, -0.34, -0.179, -0.266, 0.676, 0.464, 0.0292, 0.253, 0.099, 30, -0.16, -1.5, 46, 30, -0.57, -0.066, 37, 30, -0.34, -1.2, 43, 42
482, -0.378, -0.179, -0.0291, 0.676, 0.464, 0.125, 0.272, 0.099, 24, 2.5, 2.9, 1.1e+02, 27, 3.4, 2.9, 1.4e+02, 30, 4.7, 1.8, 1.7e+02, 1.4e+02
