T, A, B, Oc, C, Oj, tj, Dp, Dn, t1, d1, s1, t2, d2, s2, t3, d3, s3, savg
267, -0.138, -0.194, -0.252, 0.727, 0.523, 0.13, 0.414, 0.5, 20, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.248, 0.414, 0.523, 0.229, 0.201, 0.449, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.252, 0.538, 0.523, 0.229, 0.125, 0.233, 18, 3.1, 1.1e+02, 18, 3, 1.1e+02, 18, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.247, -0.252, 0.727, 0.523, 0.229, 0.436, 0.233, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.538, 0.493, 0.229, 0.414, 0.449, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 17, 3, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.414, 0.523, 0.13, 0.201, 0.335, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.414, 0.523, 0.229, 0.201, 0.335, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.538, 0.493, 0.229, 0.414, 0.13, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.252, 0.727, 0.493, 0.229, 0.436, 0.233, 20, 3, 1.1e+02, 20, 2.5, 95, 20, 2.5, 95, 1e+02
267, -0.138, -0.247, -0.254, 0.727, 0.523, 0.13, 0.125, 0.335, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 1.1e+02
358, -0.22, -0.247, -0.252, 0.414, 0.493, 0.229, 0.125, 0.233, 14, 1.6, 63, 20, 3, 1.1e+02, 20, 2.4, 94, 89
267, -0.138, -0.194, -0.254, 0.727, 0.493, 0.13, 0.125, 0.335, 20, 2.5, 96, 20, 2.3, 89, 20, 2.5, 96, 93
267, -0.138, -0.194, -0.254, 0.538, 0.523, 0.229, 0.436, 0.13, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.252, 0.538, 0.493, 0.229, 0.201, 0.335, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.538, 0.523, 0.229, 0.201, 0.449, 17, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.252, 0.727, 0.493, 0.13, 0.436, 0.233, 20, 3, 1.1e+02, 20, 2.4, 94, 20, 3, 1.1e+02, 1.1e+02
267, -0.138, -0.247, -0.254, 0.727, 0.523, 0.229, 0.125, 0.335, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.0783, 0.727, 0.523, 0.13, 0.436, 0.335, 20, 2.5, 95, 20, 2.4, 92, 20, 0.99, 51, 79
357, -0.22, -0.194, -0.254, 0.414, 0.201, 0.13, 0.436, 0.335, 1.1, 0, 2.1, 1.1, 0, 2.2, 1.1, 0, 2.2, 2.1
267, -0.138, -0.194, -0.252, 0.414, 0.493, 0.229, 0.201, 0.233, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.414, 0.523, 0.229, 0.414, 0.335, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.414, 0.493, 0.229, 0.201, 0.335, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.252, 0.538, 0.523, 0.13, 0.436, 0, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.538, 0.493, 0.229, 0.125, 0.13, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.538, 0.493, 0.229, 0.125, 0.13, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 1.1e+02
267, -0.22, -0.194, -0.254, 0.727, 0.523, 0.229, 0.436, 0.233, 14, 3.1, 1.1e+02, 14, 3.1, 1.1e+02, 15, 3.1, 1.1e+02, 1.1e+02
358, -0.138, -0.247, -0.0783, 0.414, 0.201, 0.13, 0.125, 0.335, 9.5, 0.11, 14, 20, 1.3, 60, 20, 0.2, 27, 34
267, -0.138, -0.194, -0.254, 0.538, 0.493, 0.229, 0.125, 0.449, 18, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 18, 3, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.252, 0.538, 0.493, 0.229, 0.201, 0.13, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.335, 20, 3.1, 1.1e+02, 20, 3, 1.1e+02, 20, 2.8, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.252, 0.538, 0.523, 0.229, 0.436, 0.233, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.414, 0.523, 0.13, 0.5, 0.335, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0.449, 19, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.22, -0.194, -0.252, 0.414, 0.523, 0.13, 0.367, 0.335, 12, 3.1, 1.1e+02, 12, 3.1, 1.1e+02, 12, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.436, 0.335, 19, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.538, 0.493, 0.13, 0.125, 0.13, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.252, 0.538, 0.493, 0.229, 0.414, 0.5, 17, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.13, 20, 2.4, 94, 20, 2, 81, 20, 2.4, 92, 89
267, -0.138, -0.194, -0.252, 0.414, 0.493, 0.229, 0.436, 0.233, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.252, 0.414, 0.493, 0.13, 0.414, 0, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.252, 0.414, 0.493, 0.13, 0.5, 0.335, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 1.1e+02
267, 0, -0.194, -0.254, 0.414, 0.523, 0.229, 0.414, 0.233, 20, 1.2, 58, 20, 1.2, 56, 20, 1.3, 59, 58
267, -0.138, -0.194, -0.252, 0.414, 0.523, 0.13, 0.229, 0.233, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.252, 0.727, 0.623, 0.13, 0.436, 0, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.436, 0.335, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0.449, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.5, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.252, 0.538, 0.493, 0.13, 0.414, 0.13, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.252, 0.538, 0.493, 0.229, 0.125, 0.449, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.538, 0.493, 0.229, 0.201, 0.13, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.252, 0.727, 0.523, 0.066, 0.414, 0.233, 20, 0, 21, 20, 0, 21, 20, 0, 21, 21
267, -0.138, -0.247, -0.252, 0.727, 0.523, 0.229, 0.125, 0.5, 18, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.414, 0.493, 0.229, 0.5, 0.335, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.414, 0.523, 0.13, 0.201, 0.335, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.414, 0.523, 0.13, 0.5, 0.335, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.252, 0.538, 0.523, 0.229, 0.125, 0.233, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.538, 0.493, 0.229, 0.414, 0.13, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.0783, 0.78, 0.523, 0.13, 0.367, 0.449, 20, 2.4, 93, 20, 2, 80, 20, 1.8, 75, 82
358, -0.22, -0.194, -0.254, 0.727, 0.201, 0.13, 0.414, 0.335, 1.1, 0, 2.2, 1.1, 0, 2.2, 1.2, 0, 2.2, 2.2
267, -0.138, -0.247, -0.254, 0.727, 0.493, 0.229, 0.125, 0.233, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.252, 0.538, 0.493, 0.229, 0.201, 0.13, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.436, 0.335, 19, 3.1, 1.1e+02, 20, 3, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0, 0.414, 0.449, 13, 0, 14, 13, 0, 14, 13, 0, 14, 14
267, -0.138, -0.194, -0.254, 0.538, 0.523, 0.13, 0.125, 0.13, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.493, 0.13, 0.414, 0.449, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 2.5, 97, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.623, 0.13, 0.436, 0, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.252, 0.414, 0.493, 0.229, 0.414, 0.13, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 17, 3, 1.1e+02, 1.1e+02
358, -0.22, -0.194, -0.0783, 0.414, 0.201, 0.13, 0.367, 0.335, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
358, -0.22, -0.194, -0.0783, 0.414, 0.201, 0.13, 0.367, 0.335, 4.8, 0, 5.8, 20, 3.1, 1.1e+02, 20, 2.5, 96, 72
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0.449, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.247, -0.252, 0.727, 0.523, 0.229, 0.125, 0.233, 18, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.538, 0.493, 0.229, 0.201, 0.13, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.252, 0.538, 0.493, 0.229, 0.125, 0.335, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.247, -0.254, 0.538, 0.493, 0.229, 0.125, 0.13, 15, 3.1, 1.1e+02, 15, 3.1, 1.1e+02, 15, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.252, 0.727, 0.493, 0.229, 0.125, 0.233, 20, 2.4, 94, 20, 2.2, 87, 20, 1.9, 78, 86
267, -0.138, -0.194, -0.254, 0.538, 0.493, 0.229, 0.125, 0.13, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.538, 0.493, 0.229, 0.125, 0.13, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 1.1e+02
267, -0.151, -0.194, -0.252, 0.727, 0.523, 0.13, 0.125, 0.233, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.247, -0.252, 0.727, 0.493, 0.229, 0.229, 0.233, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 1.1e+02
267, -0.22, -0.194, -0.0783, 0.538, 0.493, 0.229, 0.367, 0.13, 19, 3.1, 1.1e+02, 19, 3, 1.1e+02, 19, 3, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.252, 0.538, 0.493, 0.229, 0.201, 0.13, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.538, 0.493, 0.229, 0.414, 0.13, 17, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.252, 0.414, 0.493, 0.13, 0.414, 0.233, 17, 3, 1.1e+02, 17, 3, 1.1e+02, 17, 3.1, 1.1e+02, 1.1e+02
267, -0.306, -0.194, -0.252, 0.727, 0.523, 0.13, 0.5, 0, 20, 2.9, 1.1e+02, 20, 0, 21, 20, 0.13, 25, 51
267, -0.151, -0.194, -0.252, 0.414, 0.523, 0.13, 0.367, 0.335, 16, 3.1, 1.1e+02, 16, 3.1, 1.1e+02, 16, 3.1, 1.1e+02, 1.1e+02
358, -0.22, -0.194, -0.0783, 0.727, 0.201, 0.13, 0.125, 0.233, 20, 1.6, 70, 20, 1.6, 68, 20, 1.5, 67, 69
267, -0.138, -0.194, -0.254, 0.538, 0.493, 0.229, 0.125, 0.13, 19, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.538, 0.493, 0.229, 0.125, 0.13, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 1.1e+02
358, -0.138, -0.194, -0.254, 0.414, 0.201, 0.13, 0.367, 0.335, 1.1, 0, 2, 1.1, 0, 2.2, 1.1, 0, 2.2, 2.1
267, -0.22, -0.194, -0.0783, 0.727, 0.623, 0.13, 0.436, 0, 2.4, 0.67, 23, 19, 3, 1.1e+02, 18, 3.1, 1.1e+02, 82
267, -0.138, -0.194, -0.252, 0.727, 0.623, 0.13, 0.436, 0.449, 19, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.22, -0.194, -0.254, 0.538, 0.493, 0.13, 0.125, 0.335, 14, 3.1, 1.1e+02, 14, 3.1, 1.1e+02, 14, 3.1, 1.1e+02, 1.1e+02
358, -0.138, -0.194, -0.0783, 0.414, 0.201, 0.229, 0.367, 0.13, 20, 1.3, 61, 13, 1.1, 48, 20, 1.3, 60, 56
267, -0.78, -0.194, -0.252, 0.538, 0.493, 0.229, 0.125, 0.233, 1.7, 0, 2.7, 2, 0.58, 20, 2.4, 0.73, 25, 16
267, -0.138, -0.247, -0.254, 0.727, 0.493, 0.229, 0.125, 0.13, 20, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.538, 0.523, 0.13, 0.436, 0.335, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.493, 0.229, 0.201, 0.13, 20, 2.5, 95, 20, 2.3, 91, 20, 1.5, 67, 84
267, -0.138, -0.194, -0.254, 0.538, 0.523, 0.229, 0.436, 0.13, 17, 3, 1.1e+02, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.493, 0.13, 0.125, 0.335, 20, 2.5, 95, 20, 2.4, 92, 20, 2, 81, 89
267, -0.138, -0.194, -0.254, 0.538, 0.493, 0.229, 0.201, 0.13, 20, 2.5, 95, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.252, 0.538, 0.493, 0.229, 0.125, 0.449, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.252, 0.727, 0.493, 0.13, 0.125, 0.13, 20, 2.3, 91, 20, 1.3, 61, 20, 1.3, 60, 71
267, -0.138, -0.194, -0.254, 0.538, 0.523, 0.229, 0.229, 0.233, 18, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.13, 20, 2.4, 94, 20, 2.3, 90, 20, 1.8, 75, 87
267, -0.138, -0.194, -0.252, 0.538, 0.493, 0.229, 0.436, 0.13, 19, 3.1, 1.1e+02, 17, 3, 1.1e+02, 17, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.623, 0.13, 0.125, 0, 20, 3.1, 1.1e+02, 20, 2.9, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.247, -0.252, 0.727, 0.493, 0.13, 0.125, 0.449, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.252, 0.727, 0.623, 0.229, 0.436, 0.233, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.538, 0.493, 0.229, 0.125, 0.13, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.538, 0.493, 0.229, 0.125, 0.13, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 1.1e+02
267, -0.151, -0.194, -0.252, 0.727, 0.523, 0.13, 0.125, 0.449, 19, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0.233, 20, 2.9, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.538, 0.493, 0.229, 0.201, 0.13, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.252, 0.538, 0.493, 0.229, 0.125, 0.13, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.538, 0.493, 0.229, 0.436, 0.335, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.13, 20, 2.4, 94, 20, 2.2, 88, 20, 1.3, 59, 80
267, -0.138, -0.194, -0.254, 0.727, 0.493, 0.13, 0.414, 0, 20, 1.5, 66, 20, 2.1, 84, 20, 1.4, 62, 71
267, -0.138, -0.194, -0.254, 0.538, 0.523, 0.229, 0.125, 0.13, 20, 2.5, 96, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.414, 0.493, 0.13, 0.436, 0, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.252, 0.538, 0.493, 0.13, 0.125, 0.13, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.13, 20, 2.4, 94, 20, 2.2, 88, 20, 1.7, 73, 85
267, -0.138, -0.194, -0.252, 0.538, 0.493, 0.13, 0.229, 0.233, 20, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.252, 0.727, 0.493, 0.13, 0.125, 0.335, 20, 2.5, 95, 20, 2.4, 92, 20, 2.5, 96, 94
267, -0.138, -0.194, -0.254, 0.538, 0.523, 0.229, 0.436, 0.335, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.252, 0.538, 0.493, 0.229, 0.125, 0.13, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.247, -0.254, 0.727, 0.493, 0.229, 0.125, 0.233, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.538, 0.493, 0.229, 0.125, 0, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.623, 0.13, 0.436, 0.13, 19, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.0783, 0.727, 0.523, 0.13, 0.229, 0.335, 20, 2.4, 93, 20, 2.4, 94, 20, 2.2, 88, 92
358, -0.138, -0.194, -0.0783, 0.414, 0.201, 0.13, 0.367, 0.335, 20, 1.8, 76, 20, 1.9, 77, 20, 1.8, 76, 76
267, -0.22, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0.233, 15, 3.1, 1.1e+02, 15, 3.1, 1.1e+02, 15, 3.1, 1.1e+02, 1.1e+02
267, -0.151, -0.194, -0.252, 0.727, 0.523, 0.13, 0.436, 0.449, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.335, 20, 3.1, 1.1e+02, 20, 3, 1.1e+02, 20, 3, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0.449, 20, 3, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.436, 0.335, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.538, 0.493, 0.229, 0.125, 0.13, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.414, 0.5, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.247, -0.254, 0.727, 0.493, 0.13, 0.436, 0.335, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.13, 20, 2.4, 94, 20, 2.4, 94, 20, 2.3, 90, 93
267, -0.138, -0.194, -0.254, 0.538, 0.493, 0.229, 0.125, 0.13, 20, 2.5, 97, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.538, 0.493, 0.229, 0.125, 0.13, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.335, 20, 3, 1.1e+02, 20, 3, 1.1e+02, 20, 3, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.538, 0.493, 0.229, 0.436, 0.13, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 17, 3, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.493, 0.229, 0.436, 0.13, 20, 2.8, 1e+02, 20, 2.5, 95, 20, 2.4, 93, 98
267, -0.138, -0.194, -0.254, 0.538, 0.523, 0.13, 0.125, 0.335, 19, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.436, 0.335, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.436, 0.335, 20, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0.449, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
